Date,Pyrgeometer_Temp_degC,SW_IN_W_m-2,SW_OUT_W_m-2,LW_IN_W_m-2,LW_OUT_W_m-2,T_soil_2cm_degC
2020-01-09 00:00:00,6.827,0.063,0.493,-0.808,-2.398,4.418
2020-01-09 00:10:00,6.838,0.135,0.617,-0.798,-2.222,4.428
2020-01-09 00:20:00,6.9,0.14,0.767,-1.028,-1.941,4.433
2020-01-09 00:30:00,6.96,0.19,0.676,-1.013,-2.064,4.439
2020-01-09 00:40:00,6.986,0.119,0.604,-0.969,-2.373,4.445
2020-01-09 00:50:00,7.01,0.191,0.76,-0.768,-2.185,4.452
2020-01-09 01:00:00,7.046,0.222,0.727,-0.784,-2.262,4.461
2020-01-09 01:10:00,7.054,0.14,0.494,-1.049,-2.473,4.471
2020-01-09 01:20:00,7.074,0.253,0.6,-0.89,-2.318,4.477
2020-01-09 01:30:00,7.126,0.166,0.673,-1.159,-2.106,4.487
2020-01-09 01:40:00,7.139,0.069,0.595,-1.486,-2.25,4.496
2020-01-09 01:50:00,7.167,0.155,0.742,-1.174,-2.086,4.505
2020-01-09 02:00:00,7.193,0.101,0.742,-1.11,-2.184,4.514
2020-01-09 02:10:00,7.211,0.06,0.689,-1.375,-2.24,4.522
2020-01-09 02:20:00,7.221,0.009,0.717,-1.761,-2.258,4.533
2020-01-09 02:30:00,7.226,-0.001,0.596,-2.14,-2.122,4.543
2020-01-09 02:40:00,7.239,-0.064,0.432,-2.698,-2.134,4.551
2020-01-09 02:50:00,7.211,-0.077,0.408,-3.181,-2.287,4.565
2020-01-09 03:00:00,7.201,-0.027,0.426,-4.042,-2.426,4.578
2020-01-09 03:10:00,7.173,-0.135,0.486,-4.438,-2.487,4.588
2020-01-09 03:20:00,7.145,-0.138,0.552,-5.045,-2.531,4.596
2020-01-09 03:30:00,7.127,0.01,0.496,-3.817,-2.545,4.611
2020-01-09 03:40:00,7.149,0.07,0.512,-2.459,-2.332,4.619
2020-01-09 03:50:00,7.175,0.058,0.551,-1.918,-1.947,4.628
2020-01-09 04:00:00,7.195,-0.043,0.506,-2.348,-2.055,4.636
2020-01-09 04:10:00,7.162,-0.11,0.363,-2.546,-2.244,4.646
2020-01-09 04:20:00,7.133,-0.066,0.427,-2.369,-2.209,4.654
2020-01-09 04:30:00,7.129,0.045,0.491,-1.549,-2.032,4.659
2020-01-09 04:40:00,7.174,0.069,0.563,-1.212,-1.888,4.668
2020-01-09 04:50:00,7.171,0.079,0.47,-1.119,-2.053,4.674
2020-01-09 05:00:00,7.184,0.094,0.592,-1.175,-1.919,4.684
2020-01-09 05:10:00,7.179,-0.029,0.584,-2.742,-2.07,4.69
2020-01-09 05:20:00,7.146,-0.044,0.415,-2.548,-2.409,4.699
2020-01-09 05:30:00,7.109,-0.063,0.486,-5.085,-2.477,4.708
2020-01-09 05:40:00,7.109,0.082,0.614,-3.382,-2.126,4.717
2020-01-09 05:50:00,7.154,-0.008,0.723,-6.636,-2.193,4.725
2020-01-09 06:00:00,7.159,-0.289,0.739,-11.623,-2.816,4.735
2020-01-09 06:10:00,7.108,-0.247,0.723,-10.796,-3.032,4.74
2020-01-09 06:20:00,7.136,-0.08,0.867,-10.82,-2.848,4.748
2020-01-09 06:30:00,7.174,0.063,0.719,-7.237,-2.714,4.751
2020-01-09 06:40:00,7.232,0.4,0.772,-3.931,-2.503,4.756
2020-01-09 06:50:00,7.354,0.492,0.683,-1.938,-2.106,4.759
2020-01-09 07:00:00,7.397,0.309,0.383,-1.955,-2.212,4.766
2020-01-09 07:10:00,7.406,0.244,0.455,-4.695,-2.169,4.772
2020-01-09 07:20:00,7.478,0.099,0.7,-11.576,-2.458,4.777
2020-01-09 07:30:00,7.536,0.094,0.733,-10.547,-2.579,4.784
2020-01-09 07:40:00,7.716,0.273,0.848,-11.57,-2.4,4.788
2020-01-09 07:50:00,7.784,0,0.628,-9.648,-2.767,4.801
2020-01-09 08:00:00,7.811,-0.247,0.718,-7.128,-2.428,4.808
2020-01-09 08:10:00,7.786,-0.184,0.743,-5.672,-2.421,4.817
2020-01-09 08:20:00,7.777,0.128,0.809,-7.043,-2.44,4.825
2020-01-09 08:30:00,7.763,1.463,0.99,-8.097,-2.653,4.836
2020-01-09 08:40:00,7.755,4.506,1.556,-12.938,-2.827,4.843
2020-01-09 08:50:00,7.821,8.41,2.215,-8.573,-2.452,4.848
2020-01-09 09:00:00,7.846,9.81,2.124,-7.093,-2.348,4.857
2020-01-09 09:10:00,7.919,24.165,4.672,-7.956,-1.644,4.864
2020-01-09 09:20:00,7.994,22.837,4.272,-10.183,-1.715,4.872
2020-01-09 09:30:00,8,12.976,2.62,-7.733,-1.923,4.877
2020-01-09 09:40:00,8.036,16.021,2.96,-7.494,-1.88,4.885
2020-01-09 09:50:00,8.073,22.278,3.945,-7.567,-1.674,4.896
2020-01-09 10:00:00,8.131,26.794,4.554,-6.408,-1.401,4.905
2020-01-09 10:10:00,8.272,32.914,5.495,-5.288,-1.034,4.916
2020-01-09 10:20:00,8.391,35.131,5.797,-5.626,-1.068,4.931
2020-01-09 10:30:00,8.423,25.76,4.256,-5.264,-1.293,4.945
2020-01-09 10:40:00,8.463,25.192,4.069,-3.867,-1.218,4.959
2020-01-09 10:50:00,8.507,22.659,3.48,-3.097,-1.315,4.977
2020-01-09 11:00:00,8.508,20.167,3.085,-2.594,-1.391,4.989
2020-01-09 11:10:00,8.519,18.534,2.805,-2.786,-1.463,5.007
2020-01-09 11:20:00,8.59,24.032,3.8,-2.513,-1.208,5.025
2020-01-09 11:30:00,8.693,38.499,5.776,-2.677,-0.734,5.04
2020-01-09 11:40:00,8.831,49.084,7.047,-4.269,-0.376,5.057
2020-01-09 11:50:00,8.947,48.463,6.89,-4.003,-0.468,5.074
2020-01-09 12:00:00,9.03,39.973,5.883,-4.506,-0.759,5.094
2020-01-09 12:10:00,9.126,46.553,6.881,-5.505,-0.734,5.118
2020-01-09 12:20:00,9.21,41.329,6.05,-6.427,-0.956,5.139
2020-01-09 12:30:00,9.223,33.892,5.085,-6.131,-1.242,5.163
2020-01-09 12:40:00,9.213,32.055,4.649,-5.522,-1.282,5.189
2020-01-09 12:50:00,9.195,25.312,3.731,-5.564,-1.381,5.212
2020-01-09 13:00:00,9.191,24.042,3.627,-5.388,-1.484,5.235
2020-01-09 13:10:00,9.208,27.377,4.051,-4.97,-1.341,5.261
2020-01-09 13:20:00,9.237,26.056,3.815,-3.948,-1.329,5.284
2020-01-09 13:30:00,9.254,21.242,3.21,-4.219,-1.569,5.309
2020-01-09 13:40:00,9.277,26.939,4.006,-4.389,-1.465,5.33
2020-01-09 13:50:00,9.309,27.648,4.156,-4.668,-1.452,5.351
2020-01-09 14:00:00,9.328,26.019,4.033,-7.089,-1.545,5.37
2020-01-09 14:10:00,9.339,24.432,3.884,-8.632,-1.688,5.387
2020-01-09 14:20:00,9.351,22.957,3.716,-6.804,-1.644,5.407
2020-01-09 14:30:00,9.387,26.914,4.301,-8.193,-1.587,5.426
2020-01-09 14:40:00,9.413,27.461,4.443,-8.687,-1.594,5.444
2020-01-09 14:50:00,9.44,22.39,3.772,-8.216,-1.788,5.457
2020-01-09 15:00:00,9.456,23.362,3.937,-7.852,-1.76,5.477
2020-01-09 15:10:00,9.492,21.205,3.753,-10.485,-1.869,5.492
2020-01-09 15:20:00,9.535,19.342,3.593,-10.766,-1.887,5.508
2020-01-09 15:30:00,9.575,14.049,2.829,-10.116,-2.072,5.525
2020-01-09 15:40:00,9.582,10.225,2.275,-8.176,-2.348,5.542
2020-01-09 15:50:00,9.575,7.02,1.803,-7.582,-2.465,5.554
2020-01-09 16:00:00,9.585,5.088,1.544,-7.171,-2.597,5.572
2020-01-09 16:10:00,9.599,3.482,1.418,-6.632,-2.593,5.583
2020-01-09 16:20:00,9.637,2.299,1.202,-5.035,-2.458,5.593
2020-01-09 16:30:00,9.662,1.013,0.916,-4.348,-2.638,5.606
2020-01-09 16:40:00,9.656,0.51,0.652,-2.772,-2.769,5.612
2020-01-09 16:50:00,9.683,0.211,0.727,-3.155,-2.575,5.624
2020-01-09 17:00:00,9.707,0.119,0.713,-3.724,-2.658,5.633
2020-01-09 17:10:00,9.743,0.006,0.79,-4.063,-2.617,5.642
2020-01-09 17:20:00,9.796,-0.08,0.866,-5.346,-2.595,5.651
2020-01-09 17:30:00,9.852,-0.013,0.884,-4.844,-2.577,5.663
2020-01-09 17:40:00,9.889,-0.016,0.826,-4.844,-2.858,5.674
2020-01-09 17:50:00,9.918,0.033,0.855,-3.597,-2.746,5.684
2020-01-09 18:00:00,9.933,-0.087,0.746,-3.686,-2.977,5.694
2020-01-09 18:10:00,9.914,-0.059,0.793,-4.295,-2.99,5.703
2020-01-09 18:20:00,9.949,0.012,0.872,-2.626,-2.938,5.711
2020-01-09 18:30:00,9.979,0.083,0.899,-2.047,-2.907,5.723
2020-01-09 18:40:00,9.971,0,0.563,-2.101,-3.211,5.731
2020-01-09 18:50:00,9.987,0.144,0.715,-2.124,-3.033,5.742
2020-01-09 19:00:00,10.063,0.108,0.713,-2.306,-3.253,5.749
2020-01-09 19:10:00,10.083,0.104,0.548,-2.452,-3.572,5.755
2020-01-09 19:20:00,10.096,0.265,0.592,-2.401,-3.325,5.764
2020-01-09 19:30:00,10.164,0.39,0.653,-2.773,-3.499,5.773
2020-01-09 19:40:00,10.182,0.451,0.434,-2.992,-3.619,5.782
2020-01-09 19:50:00,10.192,0.584,0.44,-3.444,-3.886,5.786
2020-01-09 20:00:00,10.225,0.949,0.674,-3.366,-3.656,5.797
2020-01-09 20:10:00,10.318,1.185,1.015,-3.879,-3.604,5.804
2020-01-09 20:20:00,10.358,1.464,1.016,-4.11,-3.629,5.814
2020-01-09 20:30:00,10.401,1.672,1.117,-4.276,-3.624,5.821
2020-01-09 20:40:00,10.437,1.628,1.019,-4.583,-3.818,5.83
2020-01-09 20:50:00,10.46,1.504,0.708,-4.894,-3.966,5.839
2020-01-09 21:00:00,10.511,1.536,0.651,-5.369,-3.876,5.851
2020-01-09 21:10:00,10.548,0.953,0.354,-6.196,-4.414,5.861
2020-01-09 21:20:00,10.559,0.485,0.48,-6.409,-4.225,5.869
2020-01-09 21:30:00,10.479,-1.04,0.243,-5.94,-4.516,5.88
2020-01-09 21:40:00,10.251,-1.563,0.579,-4.371,-3.809,5.887
2020-01-09 21:50:00,10.058,-1.033,0.609,-4.703,-3.546,5.898
2020-01-09 22:00:00,9.912,-1.032,0.672,-4.706,-3.368,5.908
2020-01-09 22:10:00,9.827,-0.999,0.881,-3.935,-3.008,5.913
2020-01-09 22:20:00,9.777,-0.843,0.805,-3.213,-2.907,5.919
2020-01-09 22:30:00,9.72,-0.671,0.808,-2.673,-2.828,5.924
2020-01-09 22:40:00,9.695,-0.702,0.943,-2.574,-2.696,5.931
2020-01-09 22:50:00,9.694,-0.706,0.96,-2.631,-2.865,5.938
2020-01-09 23:00:00,9.718,-0.851,0.897,-3.015,-2.968,5.944
2020-01-09 23:10:00,9.706,-0.949,0.625,-3.213,-3.373,5.954
2020-01-09 23:20:00,9.633,-0.766,0.348,-3.161,-3.591,5.958
2020-01-09 23:30:00,9.622,-0.86,0.695,-3.418,-3.115,5.965
2020-01-09 23:40:00,9.615,-0.941,0.486,-3.866,-3.548,5.968
2020-01-09 23:50:00,9.58,-1.005,0.612,-4.414,-3.353,5.976
2020-01-10 00:00:00,9.575,-0.933,0.567,-4.965,-3.416,5.979
2020-01-10 00:10:00,9.529,-0.759,0.293,-5.252,-3.779,5.984
2020-01-10 00:20:00,9.496,-0.635,0.415,-5.169,-3.564,5.988
2020-01-10 00:30:00,9.503,-0.587,0.365,-5.446,-3.689,5.988
2020-01-10 00:40:00,9.497,-0.645,0.25,-5.846,-3.778,5.992
2020-01-10 00:50:00,9.478,-0.566,0.232,-6.169,-3.975,5.995
2020-01-10 01:00:00,9.475,-0.463,0.205,-6.395,-3.941,6
2020-01-10 01:10:00,9.461,-0.28,0.193,-6.471,-3.957,6.005
2020-01-10 01:20:00,9.489,-0.051,0.292,-6.81,-3.803,6.009
2020-01-10 01:30:00,9.573,0.335,0.293,-7.732,-3.963,6.013
2020-01-10 01:40:00,9.587,0.294,0.057,-9.777,-4.505,6.015
2020-01-10 01:50:00,9.557,0.414,0.145,-8.801,-4.44,6.02
2020-01-10 02:00:00,9.455,-0.557,0.46,-9.939,-4.35,6.027
2020-01-10 02:10:00,9.244,-1.563,1.479,-7.334,-3.446,6.029
2020-01-10 02:20:00,9.134,-1.671,1.512,-5.815,-3.046,6.034
2020-01-10 02:30:00,9.133,-0.891,1.311,-6.104,-3.333,6.039
2020-01-10 02:40:00,9.064,-1.284,1.336,-5.963,-3.182,6.042
2020-01-10 02:50:00,8.98,-1.558,1.204,-5.8,-3.155,6.045
2020-01-10 03:00:00,8.897,-1.416,1.378,-5.037,-2.901,6.049
2020-01-10 03:10:00,8.817,-1.921,1.468,-4.193,-2.633,6.051
2020-01-10 03:20:00,8.711,-2.084,1.538,-3.74,-2.397,6.054
2020-01-10 03:30:00,8.616,-1.958,1.463,-3.165,-2.336,6.057
2020-01-10 03:40:00,8.54,-1.769,1.447,-3.516,-2.228,6.06
2020-01-10 03:50:00,8.506,-1.643,1.498,-4.836,-2.341,6.062
2020-01-10 04:00:00,8.427,-1.607,1.665,-5.434,-2.102,6.063
2020-01-10 04:10:00,8.324,-1.585,1.763,-4.966,-1.978,6.065
2020-01-10 04:20:00,8.164,-1.572,1.577,-6.105,-1.92,6.063
2020-01-10 04:30:00,8.015,-1.414,1.522,-7.704,-1.96,6.065
2020-01-10 04:40:00,7.922,-1.198,1.598,-7.237,-1.494,6.065
2020-01-10 04:50:00,7.887,-1.424,1.727,-11.598,-1.667,6.064
2020-01-10 05:00:00,7.907,-1.289,1.745,-7.341,-1.513,6.065
2020-01-10 05:10:00,7.946,-1.443,1.55,-9.739,-1.805,6.064
2020-01-10 05:20:00,7.984,-1.479,1.504,-10.697,-2.018,6.066
2020-01-10 05:30:00,8.038,-1.345,1.345,-9.708,-2.166,6.063
2020-01-10 05:40:00,8.093,-1.139,1.277,-9.815,-2.304,6.059
2020-01-10 05:50:00,8.135,-0.974,1.259,-9.243,-2.388,6.061
2020-01-10 06:00:00,8.167,-0.956,1.147,-11.236,-2.713,6.056
2020-01-10 06:10:00,8.188,-0.981,1.225,-13.852,-2.982,6.055
2020-01-10 06:20:00,8.214,-0.725,1.11,-11.101,-2.973,6.052
2020-01-10 06:30:00,8.253,-0.619,1.205,-14.531,-3.182,6.051
2020-01-10 06:40:00,8.261,-0.902,1.32,-21.213,-3.705,6.05
2020-01-10 06:50:00,8.302,-0.468,1.198,-13.838,-3.531,6.051
2020-01-10 07:00:00,8.349,-0.051,1.039,-7.791,-3.258,6.048
2020-01-10 07:10:00,8.43,-0.062,0.967,-9.283,-3.479,6.042
2020-01-10 07:20:00,8.444,-0.077,0.801,-8.932,-3.658,6.043
2020-01-10 07:30:00,8.427,-0.022,0.768,-8.656,-3.632,6.04
2020-01-10 07:40:00,8.416,-0.053,0.758,-8.373,-3.68,6.037
2020-01-10 07:50:00,8.245,-2.458,1.213,-8.815,-3.097,6.039
2020-01-10 08:00:00,7.854,-2.368,1.379,-17.375,-3.09,6.039
2020-01-10 08:10:00,7.605,-1.487,1.768,-17.163,-2.823,6.039
2020-01-10 08:20:00,7.519,-0.15,1.989,-19.438,-2.66,6.04
2020-01-10 08:30:00,7.382,1.325,2.202,-33.787,-3.985,6.035
2020-01-10 08:40:00,7.327,3.337,2.345,-28.279,-2.832,6.035
2020-01-10 08:50:00,7.314,7.243,3.034,-45.201,-3.734,6.031
2020-01-10 09:00:00,7.119,9.699,3.473,-73.679,-5.957,6.024
2020-01-10 09:10:00,6.799,15.17,4.456,-74.905,-6.347,6.018
2020-01-10 09:20:00,6.722,37.794,14.343,-76.552,-4.522,6.014
2020-01-10 09:30:00,7.182,72.109,29.995,-79.04,-2.082,6.003
2020-01-10 09:40:00,7.481,72.726,24.743,-76.084,-2.9,5.992
2020-01-10 09:50:00,7.683,75.271,19.94,-67.652,-2.803,5.98
2020-01-10 10:00:00,7.748,89.881,21.298,-66.209,-2.038,5.968
2020-01-10 10:10:00,7.744,74.579,16.235,-64.818,-3.107,5.955
2020-01-10 10:20:00,7.842,86.72,17.66,-62.753,-2.749,5.95
2020-01-10 10:30:00,7.916,67.209,12.691,-68.794,-3.932,5.946
2020-01-10 10:40:00,7.981,101.652,27.662,-78.955,-2.602,5.943
2020-01-10 10:50:00,7.931,61.573,11.451,-65.659,-4.057,5.94
2020-01-10 11:00:00,8.017,79.473,13.702,-32.482,-2.029,5.941
2020-01-10 11:10:00,8.399,78.122,12.931,-20.577,-1.566,5.941
2020-01-10 11:20:00,8.569,55.045,8.54,-18.257,-2.935,5.941
2020-01-10 11:30:00,8.612,62.872,9.767,-22.057,-3.427,5.943
2020-01-10 11:40:00,8.708,86.654,14.091,-22.413,-2.778,5.95
2020-01-10 11:50:00,8.876,91.723,14.39,-24.649,-3.042,5.958
2020-01-10 12:00:00,8.914,88.454,13.347,-31.582,-3.295,5.972
2020-01-10 12:10:00,8.907,60.159,8.89,-20.478,-3.629,5.977
2020-01-10 12:20:00,8.863,44.95,6.388,-18.398,-4.097,5.991
2020-01-10 12:30:00,8.875,62.623,9.086,-19.403,-3.548,6.004
2020-01-10 12:40:00,8.954,64.754,9.783,-17.736,-3.178,6.013
2020-01-10 12:50:00,9.041,56.358,8.283,-15.986,-3.619,6.025
2020-01-10 13:00:00,9.04,57.366,8.888,-16.707,-3.969,6.038
2020-01-10 13:10:00,9.098,59.33,9.188,-15.083,-3.599,6.051
2020-01-10 13:20:00,9.137,47.435,7.383,-14.805,-3.885,6.062
2020-01-10 13:30:00,9.097,31.868,4.865,-13.556,-4.609,6.072
2020-01-10 13:40:00,9.065,28.95,4.495,-12.507,-4.5,6.083
2020-01-10 13:50:00,8.992,22.398,3.362,-12.206,-4.613,6.091
2020-01-10 14:00:00,8.908,19.138,2.83,-12.512,-4.459,6.101
2020-01-10 14:10:00,8.449,4.514,1.422,-8.317,-3.981,6.11
2020-01-10 14:20:00,7.046,11.388,2.352,-4.105,-0.745,6.117
2020-01-10 14:30:00,6.796,8.037,2.257,-4.082,0.179,6.122
2020-01-10 14:40:00,6.716,21.296,4.075,-5.454,0.301,6.126
2020-01-10 14:50:00,6.647,54.995,9.892,-14.474,1.389,6.131
2020-01-10 15:00:00,6.626,38.33,7.174,-10.995,1.794,6.131
2020-01-10 15:10:00,6.55,25.907,5.546,-8.417,1.225,6.131
2020-01-10 15:20:00,6.488,15.883,3.887,-6.931,1.122,6.132
2020-01-10 15:30:00,6.5,19.077,4.379,-6.271,1.221,6.134
2020-01-10 15:40:00,6.56,16.196,3.913,-6.769,1.239,6.137
2020-01-10 15:50:00,6.568,6.751,2.588,-5.782,0.49,6.136
2020-01-10 16:00:00,6.54,6.694,2.589,-5.345,0.304,6.134
2020-01-10 16:10:00,6.478,5.299,2.653,-5.632,0.28,6.138
2020-01-10 16:20:00,6.416,2.135,2.215,-4.826,0.175,6.135
2020-01-10 16:30:00,6.363,1.508,1.675,-4.778,0.094,6.136
2020-01-10 16:40:00,6.341,0.661,2.193,-7.18,-0.033,6.133
2020-01-10 16:50:00,6.289,-0.184,1.965,-7.977,-0.159,6.13
2020-01-10 17:00:00,6.3,-0.384,2.309,-10.097,-0.301,6.128
2020-01-10 17:10:00,6.386,-0.186,2.445,-10.364,-0.482,6.123
2020-01-10 17:20:00,6.37,-0.364,2.015,-10.952,-0.759,6.115
2020-01-10 17:30:00,6.341,-0.581,2.015,-18.701,-1.138,6.108
2020-01-10 17:40:00,6.215,-1.002,2.078,-30.706,-2.063,6.102
2020-01-10 17:50:00,6.203,-0.042,1.85,-11.112,-0.951,6.098
2020-01-10 18:00:00,6.24,-0.458,2.107,-6.75,-0.539,6.09
2020-01-10 18:10:00,6.104,-1.17,1.782,-4.536,-0.182,6.082
2020-01-10 18:20:00,5.834,-1.196,1.224,-9.484,-0.255,6.073
2020-01-10 18:30:00,5.373,-1.977,1.955,-29.11,-0.985,6.067
2020-01-10 18:40:00,4.962,-1.955,2.638,-40.454,-1.375,6.058
2020-01-10 18:50:00,4.845,-0.449,2.732,-16.488,-0.113,6.052
2020-01-10 19:00:00,4.888,0.004,2.249,-12.265,0.074,6.04
2020-01-10 19:10:00,4.847,-0.131,2.401,-20.283,-0.383,6.03
2020-01-10 19:20:00,4.812,0.009,2.215,-16.047,-0.312,6.017
2020-01-10 19:30:00,4.837,0.345,2.341,-11.6,0.064,6.006
2020-01-10 19:40:00,4.823,-0.075,1.941,-16.287,-0.364,5.997
2020-01-10 19:50:00,4.65,-0.425,1.742,-19.023,-0.518,5.989
2020-01-10 20:00:00,4.525,-0.624,1.653,-4.608,0.662,5.975
2020-01-10 20:10:00,4.424,-0.788,1.284,-3.352,1.03,5.962
2020-01-10 20:20:00,4.313,-1.129,1.276,-9.51,0.812,5.952
2020-01-10 20:30:00,3.958,-3.263,1.762,-40.575,-2.066,5.938
2020-01-10 20:40:00,3.389,-4,2.464,-53.231,-4.124,5.927
2020-01-10 20:50:00,3.187,-1.808,2.549,-28.697,-1.446,5.915
2020-01-10 21:00:00,3.119,-3.346,2.912,-55.116,-2.532,5.901
2020-01-10 21:10:00,2.977,-2.035,2.996,-31.575,-0.954,5.888
2020-01-10 21:20:00,3.17,-0.84,2.613,-13.494,0.626,5.862
2020-01-10 21:30:00,3.285,-0.482,2.429,-8.138,1.209,5.839
2020-01-10 21:40:00,3.376,-0.399,2.273,-7.954,1.225,5.82
2020-01-10 21:50:00,3.425,-0.712,2.53,-19.326,0.515,5.8
2020-01-10 22:00:00,3.512,-0.301,2.641,-11.542,0.485,5.782
2020-01-10 22:10:00,3.62,-0.159,2.4,-11.958,0.427,5.762
2020-01-10 22:20:00,3.67,-0.267,2.59,-20.105,-0.226,5.745
2020-01-10 22:30:00,3.646,-0.269,2.571,-21.207,-0.488,5.73
2020-01-10 22:40:00,3.651,-0.009,2.186,-15.008,-0.206,5.714
2020-01-10 22:50:00,3.646,-0.14,2.042,-20.019,-0.401,5.701
2020-01-10 23:00:00,3.521,-1.187,2.029,-38.824,-2.061,5.687
2020-01-10 23:10:00,3.475,-0.064,1.882,-14.175,-0.482,5.672
2020-01-10 23:20:00,3.643,0.121,1.782,-8.414,-0.013,5.656
2020-01-10 23:30:00,3.677,-1.401,1.521,-6.94,0.113,5.644
2020-01-10 23:40:00,3.531,-1.859,1.678,-12.874,0.111,5.631
2020-01-10 23:50:00,3.525,-1.013,1.673,-6.472,0.647,5.618
2020-01-11 00:00:00,3.597,-1.357,1.567,-5.406,0.728,5.603
2020-01-11 00:10:00,3.562,-1.365,1.239,-4.595,0.804,5.591
2020-01-11 00:20:00,3.503,-1.239,1.251,-6.4,0.945,5.582
2020-01-11 00:30:00,3.457,-1.236,1.27,-7.229,0.864,5.568
2020-01-11 00:40:00,3.44,-1.502,1.372,-15.367,0.367,5.56
2020-01-11 00:50:00,3.338,-1.857,1.534,-17.082,-0.251,5.548
2020-01-11 01:00:00,3.388,-1.398,1.583,-13.67,0.208,5.541
2020-01-11 01:10:00,3.395,-1.884,1.493,-21.909,-0.733,5.531
2020-01-11 01:20:00,3.385,-1.288,1.47,-12.175,-0.081,5.517
2020-01-11 01:30:00,3.461,-1.129,1.372,-12.654,-0.049,5.505
2020-01-11 01:40:00,3.489,-1.255,1.312,-17.131,-0.547,5.501
2020-01-11 01:50:00,3.412,-1.488,1.394,-25.007,-1.051,5.484
2020-01-11 02:00:00,3.375,-1.632,1.422,-29.26,-1.6,5.473
2020-01-11 02:10:00,3.371,-0.448,1.336,-10.948,-0.175,5.465
2020-01-11 02:20:00,3.473,-0.262,1.226,-10.943,-0.107,5.452
2020-01-11 02:30:00,3.527,-0.3,1.056,-11.357,-0.222,5.438
2020-01-11 02:40:00,3.494,-0.834,0.966,-23.26,-1.02,5.431
2020-01-11 02:50:00,3.336,-1.577,1.038,-36.014,-2.179,5.424
2020-01-11 03:00:00,3.09,-1.606,1.188,-34.25,-2.207,5.414
2020-01-11 03:10:00,2.959,-1.363,1.386,-32.404,-1.901,5.402
2020-01-11 03:20:00,2.94,-1.231,1.311,-34.436,-1.72,5.393
2020-01-11 03:30:00,2.85,-0.927,1.151,-25.643,-1.099,5.383
2020-01-11 03:40:00,2.8,-1.214,1.153,-33.149,-1.475,5.367
2020-01-11 03:50:00,2.712,-0.623,1.159,-18.951,-0.457,5.356
2020-01-11 04:00:00,2.819,-0.134,1.043,-13.772,0.241,5.344
2020-01-11 04:10:00,2.821,-0.719,0.894,-21.219,-0.477,5.325
2020-01-11 04:20:00,2.737,-0.975,0.902,-27.729,-0.763,5.317
2020-01-11 04:30:00,2.561,-1.41,1.059,-31.202,-1.448,5.304
2020-01-11 04:40:00,2.501,-1.247,1.211,-35.345,-1.355,5.293
2020-01-11 04:50:00,2.401,-1.289,1.243,-34.689,-1.5,5.28
2020-01-11 05:00:00,2.221,-2.177,1.363,-48.752,-2.974,5.267
2020-01-11 05:10:00,2.14,-0.513,1.35,-18.112,-0.672,5.255
2020-01-11 05:20:00,2.415,0.688,1.395,-3.932,1.526,5.24
2020-01-11 05:30:00,2.714,0.099,1.09,-11.285,0.441,5.225
2020-01-11 05:40:00,2.783,-0.135,0.711,-8.837,0.31,5.209
2020-01-11 05:50:00,2.785,-0.17,0.681,-8.801,0.342,5.195
2020-01-11 06:00:00,2.757,-0.314,0.644,-10.238,0.27,5.184
2020-01-11 06:10:00,2.749,-0.182,0.641,-9.106,0.539,5.173
2020-01-11 06:20:00,2.753,-0.049,0.743,-6.997,0.705,5.164
2020-01-11 06:30:00,2.817,0.017,0.728,-6.366,0.674,5.156
2020-01-11 06:40:00,2.837,-0.057,0.617,-6.903,0.595,5.148
2020-01-11 06:50:00,2.846,-0.072,0.659,-7.302,0.604,5.141
2020-01-11 07:00:00,2.851,-0.135,0.667,-9.644,0.316,5.135
2020-01-11 07:10:00,2.855,-0.13,0.644,-8.803,0.191,5.129
2020-01-11 07:20:00,2.806,-0.508,0.661,-14.88,-0.293,5.123
2020-01-11 07:30:00,2.803,0.016,0.752,-7.56,0.257,5.117
2020-01-11 07:40:00,2.844,-0.08,0.667,-9.205,0.146,5.111
2020-01-11 07:50:00,2.824,-0.294,0.611,-11.258,-0.047,5.106
2020-01-11 08:00:00,2.798,-0.127,0.898,-14.035,-0.277,5.1
2020-01-11 08:10:00,2.825,0.338,0.867,-10.577,0.054,5.09
2020-01-11 08:20:00,2.779,1.398,1.133,-19.439,-0.526,5.086
2020-01-11 08:30:00,2.609,3.551,1.795,-31.242,-1.738,5.081
2020-01-11 08:40:00,2.462,9.102,3.054,-42.559,-2.346,5.077
2020-01-11 08:50:00,2.319,16.845,4.526,-39.78,-2.141,5.07
2020-01-11 09:00:00,2.465,25.349,5.814,-12.633,1.838,5.062
2020-01-11 09:10:00,2.794,35.833,7.546,-15.435,2.151,5.05
2020-01-11 09:20:00,3.036,45.417,8.992,-32.317,1.319,5.045
2020-01-11 09:30:00,2.902,50.576,11.608,-70.455,-2.076,5.035
2020-01-11 09:40:00,3.03,83.695,20.481,-45.489,2.599,5.031
2020-01-11 09:50:00,3.255,73.88,15.019,-47.292,1.307,5.022
2020-01-11 10:00:00,3.364,77.605,15.077,-48.711,1.379,5.021
2020-01-11 10:10:00,3.46,86.718,16.404,-46.715,1.667,5.014
2020-01-11 10:20:00,3.639,76.215,13.396,-23.363,2.264,5.016
2020-01-11 10:30:00,3.819,63.758,10.491,-17.978,1.801,5.02
2020-01-11 10:40:00,3.894,70.007,11.225,-23.29,1.065,5.017
2020-01-11 10:50:00,3.944,99.915,17.66,-44.971,1.248,5.029
