Date,Pyrgeometer_Temp_degC,SW_IN_W_m-2,SW_OUT_W_m-2,LW_IN_W_m-2,LW_OUT_W_m-2,T_soil_2cm_degC
2020-03-11 02:10:00,10.792,-1.905,3.003,-5.328,-2.575,6.705
2020-03-11 02:20:00,10.994,-2.037,3.42,-5.245,-3.079,6.708
2020-03-11 02:30:00,9.685,-3.45,0.423,-3.947,-2.967,6.731
2020-03-11 02:40:00,8.513,-1.754,1.124,-6.335,-1.041,6.758
2020-03-11 02:50:00,8.014,-1.155,2.231,-7.017,-0.451,6.8
2020-03-11 03:00:00,7.705,-1.076,2.095,-6.446,-0.263,6.752
2020-03-11 03:10:00,7.538,-1.019,2.477,-6.638,-0.07,6.824
2020-03-11 03:20:00,7.413,-0.872,2.467,-7.041,-0.144,6.76
2020-03-11 03:30:00,7.281,-0.751,2.796,-5.656,-0.041,6.785
2020-03-11 03:40:00,7.087,-1.473,2.693,-4.907,0.135,6.772
2020-03-11 03:50:00,6.941,-1.113,3.086,-6.637,0.402,6.749
2020-03-11 04:00:00,6.87,-0.687,3.253,-6.836,0.372,6.789
2020-03-11 04:10:00,6.775,-0.574,3.362,-8.883,0.335,6.757
2020-03-11 04:20:00,6.72,-0.396,2.553,-4.925,0.219,6.772
2020-03-11 04:30:00,6.743,-0.24,2.633,-4.466,0.492,6.736
2020-03-11 04:40:00,6.754,-0.476,2.261,-3.332,0.36,6.717
2020-03-11 04:50:00,6.745,-0.329,2.039,-5.06,0.282,6.739
2020-03-11 05:00:00,6.739,-0.238,2.015,-5.07,0.237,6.706
2020-03-11 05:10:00,6.745,-0.273,2.025,-4.13,0.236,6.707
2020-03-11 05:20:00,6.723,-0.331,1.471,-4.623,-0.122,6.67
2020-03-11 05:30:00,6.656,-0.213,1.202,-4.703,-0.142,6.647
2020-03-11 05:40:00,6.597,-0.124,1.098,-4.7,-0.044,6.681
2020-03-11 05:50:00,6.568,0.057,1.158,-4.769,0.163,6.671
2020-03-11 06:00:00,6.588,0.113,1.338,-4,0.536,6.657
2020-03-11 06:10:00,6.632,-0.033,1.34,-6.291,0.169,6.662
2020-03-11 06:20:00,6.651,0.009,1.284,-5.641,0.157,6.628
2020-03-11 06:30:00,6.708,0.252,1.537,-4.768,0.369,6.593
2020-03-11 06:40:00,6.784,0.54,1.588,-4.696,0.279,6.641
2020-03-11 06:50:00,6.838,1.121,1.639,-6.065,0.048,6.602
2020-03-11 07:00:00,6.862,2.971,1.94,-6.701,0.008,6.592
2020-03-11 07:10:00,6.861,6.101,2.428,-7.946,-0.035,6.61
2020-03-11 07:20:00,6.876,9.946,3.189,-8.217,0.071,6.595
2020-03-11 07:30:00,6.927,9.655,3.037,-7.21,0.077,6.572
2020-03-11 07:40:00,6.973,13.634,3.701,-7.307,0.02,6.554
2020-03-11 07:50:00,7.056,25.514,5.746,-7.646,0.526,6.616
2020-03-11 08:00:00,7.068,20.073,5.034,-7.117,0.27,6.565
2020-03-11 08:10:00,7.059,24.078,5.756,-6.688,0.368,6.58
2020-03-11 08:20:00,7.051,28.548,6.401,-5.879,0.82,6.55
2020-03-11 08:30:00,6.928,27.912,6.225,-5.766,0.908,6.586
2020-03-11 08:40:00,7.01,47.296,9.005,-6.425,2.025,6.567
2020-03-11 08:50:00,7.078,47.092,8.677,-5.846,1.821,6.574
2020-03-11 09:00:00,7.103,55.944,10.378,-5.25,2.577,6.636
2020-03-11 09:10:00,7.013,47.818,8.848,-4.677,2.499,6.564
2020-03-11 09:20:00,6.97,49.063,8.812,-4.588,2.859,6.585
2020-03-11 09:30:00,7.029,54.602,9.442,-4.285,3.481,6.59
2020-03-11 09:40:00,7.164,53.312,8.984,-4.958,3.517,6.598
2020-03-11 09:50:00,7.193,38.461,6.626,-4.94,2.61,6.616
2020-03-11 10:00:00,7.121,45.856,7.75,-3.56,2.649,6.581
2020-03-11 10:10:00,7.199,66.228,10.825,-3.675,3.884,6.615
2020-03-11 10:20:00,7.346,72.608,11.743,-3.679,4.276,6.642
2020-03-11 10:30:00,7.469,73.968,11.591,-3.577,4.035,6.656
2020-03-11 10:40:00,7.528,81.847,12.697,-3.497,4.311,6.698
2020-03-11 10:50:00,7.549,60.697,9.748,-3.18,3.594,6.695
2020-03-11 11:00:00,7.51,62.284,9.492,-3.341,3.671,6.729
2020-03-11 11:10:00,7.624,76.119,11.968,-3.174,4.09,6.752
2020-03-11 11:20:00,7.912,139.94,21.718,-5.066,6.132,6.745
2020-03-11 11:30:00,8.175,133.479,20.415,-5.24,5.741,6.754
2020-03-11 11:40:00,8.359,153.861,23.709,-5.178,6.082,6.781
2020-03-11 11:50:00,8.601,219.454,34.368,-5.073,8.225,6.793
2020-03-11 12:00:00,8.889,204.456,32.461,-6.048,8.102,6.863
2020-03-11 12:10:00,9.39,256.955,41.304,-8.662,9.902,6.866
2020-03-11 12:20:00,9.575,184.225,29.229,-9.203,6.434,6.937
2020-03-11 12:30:00,9.682,204.07,32.681,-8.07,7.344,6.959
2020-03-11 12:40:00,9.637,150.632,23.785,-7.163,6.567,7.024
2020-03-11 12:50:00,9.594,119.016,18.938,-6.509,4.976,7.089
2020-03-11 13:00:00,9.502,101.605,16.882,-6.246,4.554,7.109
2020-03-11 13:10:00,9.689,171.585,28.44,-7.911,6.812,7.154
2020-03-11 13:20:00,10.086,170.329,28.706,-9.905,5.674,7.221
2020-03-11 13:30:00,10.199,175.38,29.334,-12.089,4.589,7.205
2020-03-11 13:40:00,10.369,149.921,25.136,-13.092,4.697,7.268
2020-03-11 13:50:00,10.262,77.105,13.69,-11.819,1.794,7.292
2020-03-11 14:00:00,10.127,68.505,12.211,-10.737,0.977,7.348
2020-03-11 14:10:00,10.169,63.384,11.332,-10.823,0.747,7.358
2020-03-11 14:20:00,10.182,58.416,10.545,-10.623,0.076,7.42
2020-03-11 14:30:00,10.175,47.853,8.502,-11.217,-0.434,7.409
2020-03-11 14:40:00,10.208,40.434,7.29,-10.817,-0.813,7.442
2020-03-11 14:50:00,10.171,29.698,5.552,-10.272,-1.705,7.458
2020-03-11 15:00:00,10.043,42.737,8.141,-5.934,-0.92,7.454
2020-03-11 15:10:00,9.826,56.065,10.443,-3.127,0.923,7.484
2020-03-11 15:20:00,9.883,85.236,14.933,-3.491,2.962,7.45
2020-03-11 15:30:00,10.117,95.418,16.504,-4.07,3.332,7.491
2020-03-11 15:40:00,10.3,68.145,12.29,-3.614,2.109,7.475
2020-03-11 15:50:00,10.281,51.436,9.562,-3.999,0.701,7.522
2020-03-11 16:00:00,10.262,46.772,8.681,-4.868,0.251,7.52
2020-03-11 16:10:00,10.368,81.398,14.372,-6.759,1.289,7.546
2020-03-11 16:20:00,10.589,62.838,11.459,-6.826,0.475,7.512
2020-03-11 16:30:00,10.597,47.27,8.967,-7.362,-0.448,7.537
2020-03-11 16:40:00,10.62,52.875,9.766,-10.729,-0.566,7.56
2020-03-11 16:50:00,10.668,48.667,9.179,-11.683,-1.104,7.557
2020-03-11 17:00:00,10.819,71.736,12.8,-17.723,-0.581,7.572
2020-03-11 17:10:00,10.88,28.038,5.31,-12.216,-2.225,7.61
2020-03-11 17:20:00,10.762,20.823,4.098,-11.176,-2.826,7.605
2020-03-11 17:30:00,10.671,17.24,3.711,-8.819,-2.667,7.608
2020-03-11 17:40:00,10.525,14.458,4.002,-7.006,-2.131,7.623
2020-03-11 17:50:00,10.35,5.414,2.114,-6.375,-2.349,7.638
2020-03-11 18:00:00,10.328,6.38,2.25,-7.099,-2.357,7.622
2020-03-11 18:10:00,10.303,6.989,2.226,-10.704,-2.615,7.626
2020-03-11 18:20:00,10.165,1.47,1.396,-12.171,-2.763,7.61
2020-03-11 18:30:00,10.089,0.377,1.372,-12.124,-2.429,7.685
2020-03-11 18:40:00,10.1,0.196,1.094,-12.663,-2.819,7.641
2020-03-11 18:50:00,10.048,-0.344,1.043,-14.6,-2.855,7.635
2020-03-11 19:00:00,10.035,-0.088,1.141,-13.011,-2.605,7.662
2020-03-11 19:10:00,10.029,-0.217,1.12,-17.693,-3.249,7.629
2020-03-11 19:20:00,9.976,-0.502,1.199,-26.535,-3.771,7.644
2020-03-11 19:30:00,9.727,-1.762,1.411,-37.648,-6.172,7.615
2020-03-11 19:40:00,9.702,-0.001,1.444,-18.318,-3.638,7.606
2020-03-11 19:50:00,9.818,0.199,1.413,-19.537,-3.618,7.585
2020-03-11 20:00:00,9.703,-1.43,1.423,-41.266,-6.401,7.544
2020-03-11 20:10:00,9.449,-1.298,1.662,-35.017,-6.44,7.561
2020-03-11 20:20:00,9.53,-0.003,2.039,-30.37,-4.257,7.586
2020-03-11 20:30:00,9.471,-1.688,2.149,-58.402,-7.323,7.552
2020-03-11 20:40:00,9.443,-0.393,2.571,-33.859,-5.337,7.5
2020-03-11 20:50:00,9.673,-0.321,2.345,-40.438,-5.012,7.479
2020-03-11 21:00:00,9.482,-2.9,2.088,-66.485,-10.523,7.507
2020-03-11 21:10:00,9.426,0.702,2.337,-15.492,-4.203,7.477
2020-03-11 21:20:00,9.776,0.756,1.894,-17.429,-4.17,7.441
2020-03-11 21:30:00,10.069,1.01,1.589,-10.286,-3.858,7.454
2020-03-11 21:40:00,10.32,0.658,1.241,-11.482,-4.451,7.442
2020-03-11 21:50:00,10.426,0.246,1.025,-13.547,-4.951,7.415
2020-03-11 22:00:00,10.503,0.37,1.036,-11.347,-4.854,7.391
2020-03-11 22:10:00,10.591,0.232,0.907,-12.885,-5.126,7.383
2020-03-11 22:20:00,10.589,-0.105,0.82,-15.733,-5.259,7.342
2020-03-11 22:30:00,10.597,0.228,0.716,-9.588,-4.697,7.382
2020-03-11 22:40:00,10.619,-0.329,0.738,-9.048,-4.507,7.368
2020-03-11 22:50:00,10.554,-1.346,1.125,-11.058,-3.79,7.35
2020-03-11 23:00:00,10.632,-0.544,1.303,-13.132,-3.851,7.374
2020-03-11 23:10:00,10.806,-0.02,1.478,-14.907,-4.064,7.383
2020-03-11 23:20:00,11.005,-0.94,1.496,-12.884,-3.961,7.373
2020-03-11 23:30:00,10.97,-1.917,1.428,-11.241,-3.954,7.384
2020-03-11 23:40:00,10.99,-1.82,1.717,-14.174,-3.506,7.365
2020-03-11 23:50:00,11.088,-1.404,1.656,-12.572,-3.749,7.395
2020-03-12 00:00:00,11.255,-1.015,1.393,-10.339,-3.987,7.392
2020-03-12 00:10:00,11.369,-0.894,1.15,-11.049,-4.378,7.332
2020-03-12 00:20:00,11.51,-0.723,1.127,-13.885,-4.709,7.393
2020-03-12 00:30:00,11.598,-1.044,0.829,-12.661,-5.134,7.405
2020-03-12 00:40:00,11.463,-2.607,0.71,-6.54,-4.417,7.395
2020-03-12 00:50:00,11.079,-1.999,0.843,-5.987,-3.22,7.438
2020-03-12 01:00:00,10.951,-1.59,1.457,-6.334,-2.791,7.432
2020-03-12 01:10:00,11.011,-1.83,1.949,-6.977,-2.766,7.43
2020-03-12 01:20:00,11.095,-2.038,1.987,-8.192,-3.276,7.424
2020-03-12 01:30:00,11.214,-2.015,1.958,-10.225,-3.835,7.445
2020-03-12 01:40:00,11.33,-1.71,1.904,-10.315,-4.135,7.45
2020-03-12 01:50:00,11.446,-2.216,1.829,-11.235,-4.398,7.482
2020-03-12 02:00:00,11.409,-2.413,1.891,-12.575,-4.358,7.453
2020-03-12 02:10:00,11.424,-1.78,1.73,-13.784,-4.755,7.473
2020-03-12 02:20:00,11.549,-1.466,1.55,-20.019,-5.625,7.493
2020-03-12 02:30:00,11.623,-1.235,1.274,-19.443,-6.378,7.464
2020-03-12 02:40:00,11.725,-1.019,1.161,-18.969,-6.742,7.504
2020-03-12 02:50:00,11.808,-1.253,0.882,-22.951,-7.587,7.531
2020-03-12 03:00:00,11.835,-1.363,0.957,-25.372,-7.919,7.516
2020-03-12 03:10:00,11.839,-1.359,0.701,-25.587,-8.287,7.515
2020-03-12 03:20:00,11.79,-1.457,0.762,-30.828,-8.384,7.501
2020-03-12 03:30:00,11.814,-0.729,0.744,-20.057,-7.821,7.545
2020-03-12 03:40:00,11.912,-0.904,0.612,-25.11,-8.365,7.522
2020-03-12 03:50:00,11.832,-0.976,0.504,-25.879,-8.593,7.538
2020-03-12 04:00:00,11.694,-1.774,0.635,-37.292,-8.981,7.514
2020-03-12 04:10:00,11.654,-0.572,0.737,-22.929,-7.874,7.544
2020-03-12 04:20:00,11.673,-0.607,0.547,-22.493,-8.039,7.553
2020-03-12 04:30:00,11.715,-0.428,0.489,-19.126,-7.773,7.542
2020-03-12 04:40:00,11.762,-0.277,0.435,-16.648,-7.664,7.535
2020-03-12 04:50:00,11.765,-0.345,0.302,-16.218,-7.643,7.515
2020-03-12 05:00:00,11.793,-0.389,0.23,-16.517,-7.763,7.498
2020-03-12 05:10:00,11.737,-0.548,0.2,-18.319,-7.73,7.538
2020-03-12 05:20:00,11.685,-0.6,0.251,-18.263,-7.553,7.552
2020-03-12 05:30:00,11.657,-0.911,0.303,-26.424,-7.881,7.564
2020-03-12 05:40:00,11.513,-1.195,0.349,-30.043,-7.803,7.488
2020-03-12 05:50:00,11.491,-0.542,0.342,-20.464,-7.139,7.543
2020-03-12 06:00:00,11.385,-2.378,0.588,-56.881,-8.896,7.528
2020-03-12 06:10:00,11.292,-1.761,0.723,-45.992,-8.176,7.542
2020-03-12 06:20:00,11.156,-2.17,0.968,-52.853,-8.24,7.533
2020-03-12 06:30:00,11.178,-1.434,1.087,-55.305,-8.271,7.532
2020-03-12 06:40:00,11.268,0.504,0.931,-25.743,-7.275,7.561
2020-03-12 06:50:00,11.413,1.891,0.828,-18.219,-7.348,7.488
2020-03-12 07:00:00,11.433,5.986,1.59,-20.108,-7.266,7.489
2020-03-12 07:10:00,11.423,8.437,2.294,-20.035,-7.075,7.502
2020-03-12 07:20:00,11.28,7.041,2.458,-15.465,-6.514,7.553
2020-03-12 07:30:00,10.483,8.559,4.701,-7.912,-3.655,7.501
2020-03-12 07:40:00,9.913,17.214,5.892,-6.085,-1.912,7.517
2020-03-12 07:50:00,9.772,28.966,7.918,-7.986,-1.123,7.535
2020-03-12 08:00:00,9.932,26.961,8.136,-6.483,-1.267,7.515
2020-03-12 08:10:00,9.731,12.9,4.59,-2.828,-1.124,7.549
2020-03-12 08:20:00,9.15,22.299,5.373,-3.647,-0.298,7.559
2020-03-12 08:30:00,8.561,42.933,8.959,-6.37,0.93,7.556
2020-03-12 08:40:00,8.616,104.504,20.572,-11.926,2.037,7.583
2020-03-12 08:50:00,8.806,79.751,17.317,-13.28,1.811,7.572
2020-03-12 09:00:00,8.966,60.177,14.046,-16.417,0.29,7.596
2020-03-12 09:10:00,9.241,74.226,15.554,-17.013,-0.146,7.592
2020-03-12 09:20:00,9.484,48.073,11.016,-15.367,-1.602,7.589
2020-03-12 09:30:00,9.689,47.905,10.385,-14.97,-2.726,7.623
2020-03-12 09:40:00,9.647,55.752,11.631,-16.136,-3.021,7.609
2020-03-12 09:50:00,9.313,70.547,13.718,-18.129,-2.766,7.615
2020-03-12 10:00:00,9.096,233.278,45.387,-30.189,2.567,7.658
2020-03-12 10:10:00,9.845,231.275,45.069,-23.374,2.647,7.602
2020-03-12 10:20:00,9.506,58.594,11.447,-14.316,-2.436,7.608
2020-03-12 10:30:00,6.822,47.192,8.769,-8.383,0.475,7.631
2020-03-12 10:40:00,5.837,108.644,21.344,-7.005,3.916,7.658
2020-03-12 10:50:00,5.832,135.567,26.55,-7.969,4.424,7.659
2020-03-12 11:00:00,6.498,217.854,40.766,-12.336,4.812,7.595
2020-03-12 11:10:00,7.228,195.221,36.272,-17.697,2.038,7.619
2020-03-12 11:20:00,7.763,203.644,35.654,-26.875,-0.253,7.587
2020-03-12 11:30:00,8.521,382.679,70.392,-30.467,3.014,7.604
2020-03-12 11:40:00,8.96,280.124,48.134,-30.854,-0.488,7.652
2020-03-12 11:50:00,8.885,360.509,65.734,-33.21,1.935,7.611
2020-03-12 12:00:00,9.824,459.493,87.724,-47.919,4.695,7.656
2020-03-12 12:10:00,10.318,552.374,108.635,-74.215,5.244,7.698
2020-03-12 12:20:00,10.801,610.181,122.819,-96.348,6.008,7.674
2020-03-12 12:30:00,11.368,657.762,132.261,-99.191,6.598,7.749
2020-03-12 12:40:00,11.248,478.461,93.677,-99.737,-0.783,7.781
2020-03-12 12:50:00,10.519,503.04,102.853,-105.995,0.023,7.753
2020-03-12 13:00:00,10.634,499.255,101.928,-109.707,-0.288,7.801
2020-03-12 13:10:00,10.905,623.816,129.329,-111.304,3.041,7.826
2020-03-12 13:20:00,11.111,625.423,129.868,-114.381,1.515,7.824
2020-03-12 13:30:00,11.203,605.416,125.766,-116.148,1.117,7.832
2020-03-12 13:40:00,11.158,591.657,123.24,-115.755,0.897,7.832
2020-03-12 13:50:00,11.191,592.078,123.84,-115.826,2.245,7.828
2020-03-12 14:00:00,11.422,578.159,121.103,-117.353,1.199,7.783
2020-03-12 14:10:00,11.467,561.869,117.953,-117.765,1.992,7.784
2020-03-12 14:20:00,11.522,542.595,113.72,-116.788,1.267,7.769
2020-03-12 14:30:00,11.474,518.072,109.146,-115.56,1.164,7.842
2020-03-12 14:40:00,11.597,513.328,109.246,-118.062,0.543,7.806
2020-03-12 14:50:00,11.531,495.325,105.977,-117.325,-1.202,7.846
2020-03-12 15:00:00,11.678,474.622,102.308,-117.359,-0.934,7.764
2020-03-12 15:10:00,11.563,450.719,97.696,-116.908,-1.452,7.829
2020-03-12 15:20:00,11.598,429.305,93.634,-117.936,-3.62,7.833
2020-03-12 15:30:00,11.311,406.645,89.411,-116.891,-4.49,7.811
2020-03-12 15:40:00,11.317,379.76,84.366,-117.17,-3.75,7.808
2020-03-12 15:50:00,11.299,353.645,78.775,-116.142,-5.346,7.737
2020-03-12 16:00:00,11.224,329.49,73.967,-115.457,-6.679,7.788
2020-03-12 16:10:00,11.304,301.029,67.501,-114.793,-7.398,7.772
2020-03-12 16:20:00,11.159,274.119,59.976,-113.756,-9.123,7.708
2020-03-12 16:30:00,11.058,247.577,50.069,-113.731,-10.933,7.763
2020-03-12 16:40:00,10.796,218.069,37.115,-112.645,-12.809,7.733
2020-03-12 16:50:00,10.66,182.728,29.2,-111.452,-14.154,7.675
2020-03-12 17:00:00,10.537,143.693,28.272,-110.489,-14.12,7.76
2020-03-12 17:10:00,10.348,114.222,24.584,-110.231,-14.421,7.683
2020-03-12 17:20:00,10.195,110.544,23.654,-109.186,-14.446,7.704
2020-03-12 17:30:00,10.022,87.999,20.013,-108.022,-15.045,7.674
2020-03-12 17:40:00,9.77,64.72,15.029,-106.976,-15.526,7.644
2020-03-12 17:50:00,9.382,39.042,8.964,-105.457,-16.35,7.66
2020-03-12 18:00:00,8.981,24.346,6.031,-104.4,-15.008,7.556
2020-03-12 18:10:00,8.705,8.479,3.213,-103.266,-14.108,7.573
2020-03-12 18:20:00,8.217,1.377,2.116,-101.017,-14.682,7.53
2020-03-12 18:30:00,7.829,-1.974,2.036,-99.111,-14.719,7.553
2020-03-12 18:40:00,7.341,-4.047,1.759,-97.198,-14.468,7.485
2020-03-12 18:50:00,7.168,-4.255,2.152,-96.84,-13.437,7.452
2020-03-12 19:00:00,7.042,-4.296,2.218,-95.329,-12.59,7.423
2020-03-12 19:10:00,6.989,-4.32,1.914,-92.547,-13.344,7.38
2020-03-12 19:20:00,6.692,-4.257,1.477,-85.129,-13.892,7.333
2020-03-12 19:30:00,6.47,-2.965,1.966,-70.588,-11.309,7.345
2020-03-12 19:40:00,6.516,-2.254,1.993,-56.945,-9.897,7.288
2020-03-12 19:50:00,6.594,-2.093,1.89,-53.833,-9.58,7.25
2020-03-12 20:00:00,6.874,-0.65,1.843,-33.095,-6.794,7.213
2020-03-12 20:10:00,7.185,-0.578,1.539,-29.829,-6.274,7.221
2020-03-12 20:20:00,7.561,-2.161,1.221,-24.315,-6.384,7.127
2020-03-12 20:30:00,6.378,-7.779,-0.191,-17.825,-5.337,7.057
2020-03-12 20:40:00,4.646,-4.815,0.826,-18.271,-1.592,7.083
2020-03-12 20:50:00,4.2,-4.141,1.609,-44.604,-2.657,7.047
2020-03-12 21:00:00,3.908,-4.9,2.06,-65.908,-4.303,7.026
2020-03-12 21:10:00,3.863,-4.841,2.347,-75.903,-4.9,6.993
2020-03-12 21:20:00,3.886,-4.524,2.409,-81.371,-5.423,6.952
2020-03-12 21:30:00,3.881,-4.463,2.249,-83.79,-6.198,6.979
2020-03-12 21:40:00,3.784,-4.298,2.254,-83.166,-6.387,6.919
2020-03-12 21:50:00,3.719,-4.125,2.285,-82.687,-6.742,6.907
2020-03-12 22:00:00,3.518,-4.113,2.127,-81.531,-8.242,6.896
2020-03-12 22:10:00,3.359,-3.978,2.074,-80.579,-8.936,6.796
2020-03-12 22:20:00,3.092,-3.716,2.237,-78.35,-9.025,6.802
2020-03-12 22:30:00,3.022,-2.939,2.54,-74.746,-8.171,6.771
2020-03-12 22:40:00,3.051,-1.995,2.111,-53.571,-6.364,6.767
2020-03-12 22:50:00,3.25,-1.903,3.119,-63.568,-5.174,6.683
2020-03-12 23:00:00,3.531,-2.373,2.541,-59.989,-6.349,6.63
2020-03-12 23:10:00,3.542,-2.405,2.084,-60.708,-7.652,6.613
2020-03-12 23:20:00,3.557,-1.451,2.357,-46.677,-5.875,6.625
2020-03-12 23:30:00,3.906,-0.863,2.612,-41.424,-4.651,6.518
2020-03-12 23:40:00,4.333,-1.615,2.486,-53.364,-6.078,6.554
2020-03-12 23:50:00,4.527,-1.858,2.409,-52.815,-6.547,6.501
2020-03-13 00:00:00,4.95,-1.014,2.238,-42.352,-6.202,6.459
2020-03-13 00:10:00,5.345,-0.291,2.141,-32.785,-5.642,6.453
2020-03-13 00:20:00,5.7,-0.964,1.596,-38.437,-6.704,6.446
2020-03-13 00:30:00,5.911,-1.28,1.317,-40.641,-7.038,6.421
2020-03-13 00:40:00,6.018,-1.355,1.069,-37.504,-7.061,6.446
2020-03-13 00:50:00,6.17,-0.783,0.943,-24.308,-6.1,6.394
2020-03-13 01:00:00,6.229,-0.855,0.69,-22.436,-6.002,6.374
2020-03-13 01:10:00,5.706,-6.081,1.437,-10.082,-4.697,6.341
2020-03-13 01:20:00,4.537,-4.823,2.084,-10.285,-1.517,6.365
2020-03-13 01:30:00,4.033,-3.987,3.812,-32.615,-1.218,6.349
2020-03-13 01:40:00,4.091,-3.807,3.431,-32.985,-2.148,6.284
2020-03-13 01:50:00,4.111,-2.886,2.723,-24.676,-2.004,6.378
2020-03-13 02:00:00,4.009,-2.274,2.639,-27.325,-1.946,6.313
2020-03-13 02:10:00,4.084,-1.103,2.702,-21.963,-1.785,6.323
2020-03-13 02:20:00,4.208,-0.91,2.253,-22.178,-2.199,6.243
2020-03-13 02:30:00,4.236,-0.932,1.881,-24.469,-2.496,6.308
2020-03-13 02:40:00,4.127,-1.595,1.697,-39.431,-3.598,6.287
2020-03-13 02:50:00,3.912,-1.857,1.761,-41.58,-3.818,6.3
2020-03-13 03:00:00,3.897,-0.562,1.915,-24.713,-2.104,6.273
2020-03-13 03:10:00,4.092,-0.339,1.64,-20.919,-2.223,6.253
2020-03-13 03:20:00,4.199,-0.565,1.481,-21.858,-2.38,6.255
2020-03-13 03:30:00,4.324,-0.659,1.411,-20.987,-2.603,6.233
2020-03-13 03:40:00,4.393,-1.342,1.154,-27.283,-3.328,6.238
2020-03-13 03:50:00,4.345,-1.547,0.986,-33.744,-3.912,6.212
2020-03-13 04:00:00,4.36,-0.906,0.978,-20.724,-2.877,6.214
2020-03-13 04:10:00,4.481,-0.604,1.006,-20.158,-2.898,6.212
2020-03-13 04:20:00,4.598,-0.748,0.908,-20.841,-3.246,6.166
2020-03-13 04:30:00,4.691,-0.821,0.836,-21.397,-3.454,6.157
2020-03-13 04:40:00,4.752,-0.71,0.677,-21.506,-3.576,6.142
2020-03-13 04:50:00,4.737,-1.143,0.65,-23.682,-3.698,6.16
2020-03-13 05:00:00,4.672,-1.373,0.793,-20.616,-3.188,6.16
2020-03-13 05:10:00,4.55,-2.124,0.993,-17.555,-2.728,6.119
2020-03-13 05:20:00,4.5,-1.613,1.126,-22.787,-2.809,6.12
2020-03-13 05:30:00,4.619,-0.971,0.979,-25.5,-3.234,6.127
2020-03-13 05:40:00,4.715,-1.125,0.786,-28.318,-3.837,6.03
2020-03-13 05:50:00,4.76,-0.962,0.766,-25.054,-3.594,6.126
2020-03-13 06:00:00,4.805,-0.928,0.735,-22.555,-3.549,6.097
2020-03-13 06:10:00,4.825,-0.886,0.806,-25.456,-3.733,6.101
2020-03-13 06:20:00,4.909,-0.861,0.808,-24.809,-3.862,6.056
2020-03-13 06:30:00,4.929,-0.364,0.782,-24.085,-3.999,6.03
2020-03-13 06:40:00,4.955,0.977,1.071,-23.863,-3.832,6.074
2020-03-13 06:50:00,4.882,4.323,1.648,-28.514,-4.089,6.058
2020-03-13 07:00:00,4.832,10.44,2.754,-35.566,-4.183,5.999
2020-03-13 07:10:00,4.92,12.807,3.12,-23.357,-3.642,6.015
2020-03-13 07:20:00,4.989,24.647,5.12,-41.195,-4.257,6.022
2020-03-13 07:30:00,5.075,37.288,8.752,-43.261,-4.183,6.032
2020-03-13 07:40:00,5.142,63.132,16.416,-36.317,-3.027,5.999
2020-03-13 07:50:00,5.201,68.779,16.451,-61.443,-4.21,6.019
2020-03-13 08:00:00,5.339,58.505,12.281,-27.235,-2.768,6.013
2020-03-13 08:10:00,5.28,60.445,10.799,-33.05,-3.016,5.98
2020-03-13 08:20:00,5.221,106.254,22.895,-65.434,-2.784,6.026
2020-03-13 08:30:00,5.147,105.213,23.848,-83.521,-3.38,6.025
2020-03-13 08:40:00,5.494,202.645,51.204,-77.303,0.593,5.98
2020-03-13 08:50:00,6.087,222.279,46.931,-49.152,0.913,5.957
2020-03-13 09:00:00,6.25,99.078,17.88,-19.652,-1.958,5.928
2020-03-13 09:10:00,5.368,59.409,11.813,-10.605,-1.261,6.002
2020-03-13 09:20:00,4.522,71.469,14.695,-9.464,1.184,6.031
2020-03-13 09:30:00,4.579,45.754,11.033,-6.959,0.86,5.983
2020-03-13 09:40:00,4.217,49.221,10.797,-7.023,1.259,6.033
2020-03-13 09:50:00,4.187,96.37,19.889,-9.816,3.743,6.063
2020-03-13 10:00:00,4.46,63.174,13.733,-10.022,3.297,6.008
2020-03-13 10:10:00,4.631,55.073,12.201,-12.133,1.917,6.041
2020-03-13 10:20:00,5.053,117.452,23,-17.973,3.105,6.016
2020-03-13 10:30:00,5.718,198.631,37.677,-39.672,3.211,6.068
2020-03-13 10:40:00,6.18,95.111,18.041,-23.456,-1.252,6.045
2020-03-13 10:50:00,6.234,47.521,9.285,-21.789,-3.93,6.108
2020-03-13 11:00:00,6.424,60.992,11.374,-22.453,-4.806,6.093
2020-03-13 11:10:00,6.73,85.49,15.354,-23.65,-4.97,6.095
2020-03-13 11:20:00,6.97,88.411,15.359,-23.901,-4.736,6.09
2020-03-13 11:30:00,7.049,91.83,15.876,-24.034,-4.53,6.127
2020-03-13 11:40:00,7.197,119.204,21.185,-24.739,-3.743,6.106
2020-03-13 11:50:00,7.256,76.059,13.025,-24.482,-5.074,6.126
2020-03-13 12:00:00,7.18,61.42,10.555,-23.857,-5.183,6.137
2020-03-13 12:10:00,7.237,89.542,15.477,-23.956,-4.529,6.12
2020-03-13 12:20:00,7.378,69.601,12.163,-23.014,-4.532,6.139
2020-03-13 12:30:00,7.421,116.506,20.34,-23.945,-4.064,6.152
2020-03-13 12:40:00,7.719,128.777,22.317,-25.407,-3.51,6.157
2020-03-13 12:50:00,7.779,98.825,17.002,-25.22,-4.713,6.151
2020-03-13 13:00:00,7.889,150.501,26.128,-27.42,-3.322,6.174
2020-03-13 13:10:00,8.319,263.137,48.7,-40.33,-1.666,6.167
