"Date","TSoil_2cm_degC","Tsoil_5cm_degC","Tsoil_10cm_degC","Tsoil_20cm_degC","Tsoil_50cm_degC","SoilHeatFlux_Wm2"
2020-04-26 06:00:00,8.206,9.38,10.103,10.692,10.459,-23.149
2020-04-26 06:10:00,8.176,9.342,10.068,10.67,10.456,-22.766
2020-04-26 06:20:00,8.16,9.322,10.038,10.646,10.447,-22.312
2020-04-26 06:30:00,8.152,9.295,10.001,10.634,10.451,-21.832
2020-04-26 06:40:00,8.151,9.273,9.975,10.613,10.441,-21.26
2020-04-26 06:50:00,8.155,9.236,9.944,10.581,10.44,-20.459
2020-04-26 07:00:00,8.177,9.23,9.909,10.564,10.434,-19.11
2020-04-26 07:10:00,8.211,9.217,9.892,10.544,10.431,-17.102
2020-04-26 07:20:00,8.261,9.199,9.862,10.522,10.427,-14.761
2020-04-26 07:30:00,8.321,9.22,9.846,10.502,10.421,-12.667
2020-04-26 07:40:00,8.396,9.198,9.822,10.474,10.421,-10.71
2020-04-26 07:50:00,8.473,9.209,9.806,10.457,10.415,-8.914
2020-04-26 08:00:00,8.554,9.222,9.79,10.435,10.412,-7.226
2020-04-26 08:10:00,8.648,9.241,9.779,10.419,10.411,-5.35
2020-04-26 08:20:00,8.739,9.247,9.766,10.398,10.405,-3.548
2020-04-26 08:30:00,8.837,9.277,9.758,10.385,10.4,-2.154
2020-04-26 08:40:00,8.933,9.298,9.756,10.364,10.396,-0.792
2020-04-26 08:50:00,9.03,9.339,9.75,10.337,10.392,1.17
2020-04-26 09:00:00,9.127,9.366,9.739,10.33,10.391,3.094
2020-04-26 09:10:00,9.222,9.405,9.745,10.314,10.386,4.724
2020-04-26 09:20:00,9.321,9.446,9.754,10.297,10.379,6.508
2020-04-26 09:30:00,9.422,9.479,9.765,10.285,10.377,8.634
2020-04-26 09:40:00,9.522,9.529,9.773,10.272,10.373,11.146
2020-04-26 09:50:00,9.623,9.579,9.785,10.263,10.371,13.426
2020-04-26 10:00:00,9.72,9.623,9.804,10.245,10.367,15.596
2020-04-26 10:10:00,9.829,9.684,9.819,10.237,10.363,17.768
2020-04-26 10:20:00,9.952,9.741,9.84,10.236,10.361,19.986
2020-04-26 10:30:00,10.077,9.798,9.858,10.227,10.359,22.46
2020-04-26 10:40:00,10.208,9.863,9.886,10.219,10.354,24.939
2020-04-26 10:50:00,10.344,9.929,9.912,10.215,10.352,26.967
2020-04-26 11:00:00,10.477,9.994,9.944,10.208,10.347,28.549
2020-04-26 11:10:00,10.611,10.075,9.971,10.205,10.342,30.974
2020-04-26 11:20:00,10.748,10.155,9.994,10.202,10.341,33.389
2020-04-26 11:30:00,10.888,10.237,10.036,10.202,10.336,36.223
2020-04-26 11:40:00,11.025,10.316,10.088,10.206,10.332,38.141
2020-04-26 11:50:00,11.164,10.401,10.123,10.208,10.329,40.33
2020-04-26 12:00:00,11.291,10.498,10.172,10.209,10.323,43.992
2020-04-26 12:10:00,11.412,10.573,10.221,10.218,10.321,47.812
2020-04-26 12:20:00,11.534,10.684,10.257,10.217,10.314,50.13
2020-04-26 12:30:00,11.662,10.747,10.313,10.229,10.312,51.74
2020-04-26 12:40:00,11.777,10.833,10.366,10.235,10.307,55.294
2020-04-26 12:50:00,11.896,10.936,10.418,10.254,10.305,60.044
2020-04-26 13:00:00,12.005,11.017,10.468,10.261,10.297,64.066
2020-04-26 13:10:00,12.109,11.102,10.525,10.269,10.296,67.023
2020-04-26 13:20:00,12.217,11.178,10.579,10.284,10.29,69.03
2020-04-26 13:30:00,12.337,11.275,10.643,10.295,10.287,68.544
2020-04-26 13:40:00,12.441,11.36,10.695,10.317,10.284,64.12
2020-04-26 13:50:00,12.538,11.441,10.748,10.331,10.28,67.414
2020-04-26 14:00:00,12.626,11.529,10.814,10.351,10.278,57.616
2020-04-26 14:10:00,12.695,11.604,10.869,10.37,10.276,57.134
2020-04-26 14:20:00,12.759,11.683,10.927,10.392,10.269,63.602
2020-04-26 14:30:00,12.819,11.747,10.982,10.415,10.266,67.345
2020-04-26 14:40:00,12.888,11.816,11.039,10.431,10.264,64.056
2020-04-26 14:50:00,12.945,11.88,11.089,10.453,10.262,62.528
2020-04-26 15:00:00,12.996,11.935,11.145,10.475,10.257,61.564
2020-04-26 15:10:00,13.04,12.005,11.195,10.507,10.254,60.093
2020-04-26 15:20:00,13.094,12.061,11.256,10.526,10.251,58.112
2020-04-26 15:30:00,13.142,12.113,11.299,10.555,10.248,55.596
2020-04-26 15:40:00,13.188,12.172,11.352,10.573,10.245,52.524
2020-04-26 15:50:00,13.224,12.196,11.394,10.599,10.244,49.614
2020-04-26 16:00:00,13.251,12.255,11.445,10.63,10.241,46.802
2020-04-26 16:10:00,13.271,12.291,11.485,10.651,10.239,44.053
2020-04-26 16:20:00,13.28,12.329,11.534,10.687,10.237,40.841
2020-04-26 16:30:00,13.285,12.369,11.575,10.709,10.236,37.109
2020-04-26 16:40:00,13.295,12.396,11.614,10.733,10.234,33.359
2020-04-26 16:50:00,13.291,12.436,11.654,10.763,10.233,30.307
2020-04-26 17:00:00,13.279,12.45,11.694,10.791,10.233,27.632
2020-04-26 17:10:00,13.265,12.472,11.728,10.812,10.231,24.585
2020-04-26 17:20:00,13.243,12.49,11.759,10.843,10.229,21.677
2020-04-26 17:30:00,13.222,12.504,11.794,10.862,10.229,19.151
2020-04-26 17:40:00,13.191,12.517,11.814,10.885,10.231,16.606
2020-04-26 17:50:00,13.152,12.521,11.843,10.917,10.232,14.124
2020-04-26 18:00:00,13.108,12.53,11.868,10.941,10.233,11.787
2020-04-26 18:10:00,13.06,12.53,11.882,10.969,10.234,9.472
2020-04-26 18:20:00,12.995,12.527,11.906,10.994,10.237,6.887
2020-04-26 18:30:00,12.934,12.526,11.928,11.017,10.24,4.712
2020-04-26 18:40:00,12.866,12.499,11.936,11.043,10.239,2.829
2020-04-26 18:50:00,12.782,12.502,11.953,11.063,10.243,0.799
2020-04-26 19:00:00,12.692,12.463,11.965,11.087,10.247,-1.535
2020-04-26 19:10:00,12.59,12.44,11.974,11.111,10.251,-3.615
2020-04-26 19:20:00,12.484,12.398,11.967,11.128,10.253,-5.306
2020-04-26 19:30:00,12.375,12.36,11.964,11.149,10.255,-6.721
2020-04-26 19:40:00,12.262,12.308,11.967,11.166,10.26,-8.028
2020-04-26 19:50:00,12.146,12.263,11.953,11.178,10.262,-9.403
2020-04-26 20:00:00,12.036,12.231,11.948,11.197,10.268,-10.644
2020-04-26 20:10:00,11.925,12.179,11.932,11.214,10.272,-11.603
2020-04-26 20:20:00,11.815,12.124,11.919,11.227,10.274,-12.498
2020-04-26 20:30:00,11.711,12.066,11.898,11.23,10.281,-13.34
2020-04-26 20:40:00,11.609,12.01,11.876,11.235,10.281,-13.901
2020-04-26 20:50:00,11.509,11.95,11.852,11.249,10.286,-14.278
2020-04-26 21:00:00,11.423,11.903,11.829,11.251,10.288,-14.56
2020-04-26 21:10:00,11.345,11.854,11.813,11.262,10.292,-14.905
2020-04-26 21:20:00,11.265,11.798,11.783,11.268,10.295,-15.086
2020-04-26 21:30:00,11.191,11.761,11.753,11.273,10.3,-15.349
2020-04-26 21:40:00,11.127,11.705,11.73,11.276,10.305,-15.438
2020-04-26 21:50:00,11.068,11.654,11.709,11.28,10.307,-15.388
2020-04-26 22:00:00,10.984,11.603,11.671,11.272,10.312,-15.779
2020-04-26 22:10:00,10.904,11.55,11.649,11.279,10.316,-16.427
2020-04-26 22:20:00,10.837,11.486,11.623,11.275,10.317,-16.754
2020-04-26 22:30:00,10.784,11.439,11.594,11.275,10.324,-16.616
2020-04-26 22:40:00,10.715,11.403,11.57,11.276,10.325,-16.727
2020-04-26 22:50:00,10.66,11.37,11.533,11.27,10.331,-16.887
2020-04-26 23:00:00,10.604,11.307,11.504,11.26,10.335,-16.936
2020-04-26 23:10:00,10.548,11.26,11.473,11.255,10.337,-17.11
2020-04-26 23:20:00,10.476,11.224,11.45,11.253,10.341,-17.496
2020-04-26 23:30:00,10.41,11.168,11.418,11.245,10.345,-17.966
2020-04-26 23:40:00,10.361,11.133,11.382,11.24,10.35,-18.025
2020-04-26 23:50:00,10.299,11.087,11.36,11.239,10.352,-18.028
2020-04-27 00:00:00,10.247,11.031,11.309,11.231,10.357,-18.036
2020-04-27 00:10:00,10.184,10.992,11.289,11.216,10.36,-18.252
2020-04-27 00:20:00,10.132,10.946,11.277,11.211,10.364,-18.689
2020-04-27 00:30:00,10.065,10.906,11.236,11.203,10.367,-19.158
2020-04-27 00:40:00,9.995,10.848,11.208,11.181,10.369,-19.457
2020-04-27 00:50:00,9.938,10.811,11.167,11.176,10.375,-19.692
2020-04-27 01:00:00,9.878,10.757,11.144,11.164,10.377,-19.647
2020-04-27 01:10:00,9.812,10.72,11.11,11.156,10.38,-19.812
2020-04-27 01:20:00,9.755,10.666,11.083,11.143,10.381,-20.08
2020-04-27 01:30:00,9.698,10.635,11.05,11.129,10.388,-20.038
2020-04-27 01:40:00,9.65,10.599,11.016,11.125,10.39,-20.072
2020-04-27 01:50:00,9.597,10.542,10.974,11.113,10.392,-20.23
2020-04-27 02:00:00,9.534,10.51,10.944,11.102,10.395,-20.373
2020-04-27 02:10:00,9.487,10.438,10.913,11.092,10.396,-20.472
2020-04-27 02:20:00,9.44,10.412,10.89,11.07,10.401,-20.331
2020-04-27 02:30:00,9.403,10.364,10.854,11.053,10.402,-20.189
2020-04-27 02:40:00,9.364,10.326,10.814,11.036,10.405,-19.928
2020-04-27 02:50:00,9.327,10.306,10.783,11.027,10.406,-19.855
2020-04-27 03:00:00,9.275,10.248,10.757,11.008,10.409,-20.201
2020-04-27 03:10:00,9.222,10.215,10.731,10.996,10.411,-20.643
2020-04-27 03:20:00,9.178,10.179,10.7,10.985,10.409,-20.93
2020-04-27 03:30:00,9.125,10.14,10.678,10.965,10.417,-21.047
2020-04-27 03:40:00,9.08,10.102,10.632,10.946,10.42,-21.196
2020-04-27 03:50:00,9.03,10.07,10.602,10.929,10.419,-21.457
2020-04-27 04:00:00,8.986,10.017,10.574,10.912,10.421,-21.543
2020-04-27 04:10:00,8.942,9.963,10.542,10.902,10.421,-21.462
2020-04-27 04:20:00,8.908,9.958,10.521,10.888,10.422,-21.248
2020-04-27 04:30:00,8.872,9.905,10.491,10.876,10.425,-21.102
2020-04-27 04:40:00,8.835,9.872,10.455,10.854,10.425,-21.186
2020-04-27 04:50:00,8.792,9.835,10.423,10.839,10.423,-21.294
2020-04-27 05:00:00,8.761,9.806,10.393,10.824,10.427,-21.325
2020-04-27 05:10:00,8.715,9.77,10.372,10.804,10.429,-21.334
2020-04-27 05:20:00,8.668,9.73,10.337,10.783,10.432,-21.383
2020-04-27 05:30:00,8.63,9.686,10.307,10.768,10.429,-21.289
2020-04-27 05:40:00,8.597,9.651,10.279,10.754,10.428,-21.035
2020-04-27 05:50:00,8.565,9.632,10.246,10.741,10.429,-20.751
2020-04-27 06:00:00,8.541,9.605,10.215,10.718,10.427,-20.298
2020-04-27 06:10:00,8.512,9.563,10.183,10.69,10.423,-19.726
2020-04-27 06:20:00,8.511,9.538,10.161,10.679,10.423,-19.149
2020-04-27 06:30:00,8.511,9.506,10.129,10.657,10.422,-18.521
2020-04-27 06:40:00,8.523,9.493,10.107,10.638,10.419,-17.508
2020-04-27 06:50:00,8.549,9.467,10.078,10.618,10.417,-16.019
2020-04-27 07:00:00,8.584,9.462,10.054,10.602,10.413,-14.145
2020-04-27 07:10:00,8.63,9.465,10.027,10.581,10.41,-12.211
2020-04-27 07:20:00,8.685,9.451,10.012,10.559,10.407,-10.384
2020-04-27 07:30:00,8.752,9.46,9.99,10.538,10.404,-8.642
2020-04-27 07:40:00,8.821,9.457,9.977,10.521,10.403,-6.888
2020-04-27 07:50:00,8.9,9.476,9.963,10.503,10.396,-5.106
2020-04-27 08:00:00,8.98,9.48,9.942,10.48,10.393,-3.431
2020-04-27 08:10:00,9.071,9.489,9.935,10.462,10.391,-1.737
2020-04-27 08:20:00,9.166,9.517,9.925,10.452,10.387,-0.049
2020-04-27 08:30:00,9.264,9.545,9.921,10.43,10.382,1.724
2020-04-27 08:40:00,9.364,9.558,9.913,10.415,10.381,3.538
2020-04-27 08:50:00,9.47,9.605,9.919,10.399,10.375,5.077
2020-04-27 09:00:00,9.573,9.635,9.929,10.387,10.373,7.009
2020-04-27 09:10:00,9.672,9.679,9.934,10.372,10.373,8.966
2020-04-27 09:20:00,9.781,9.733,9.941,10.362,10.37,9.427
2020-04-27 09:30:00,9.877,9.785,9.958,10.351,10.368,9.495
2020-04-27 09:40:00,9.967,9.83,9.97,10.344,10.365,12.03
2020-04-27 09:50:00,10.054,9.875,9.978,10.329,10.361,15.256
2020-04-27 10:00:00,10.149,9.936,10.002,10.326,10.356,17.991
2020-04-27 10:10:00,10.258,9.988,10.014,10.317,10.356,20.419
2020-04-27 10:20:00,10.38,10.036,10.031,10.304,10.353,22.982
2020-04-27 10:30:00,10.511,10.109,10.067,10.311,10.352,25.265
2020-04-27 10:40:00,10.648,10.162,10.097,10.298,10.345,27.437
2020-04-27 10:50:00,10.785,10.246,10.113,10.295,10.344,29.23
2020-04-27 11:00:00,10.934,10.316,10.148,10.296,10.338,30.974
2020-04-27 11:10:00,11.078,10.392,10.184,10.289,10.338,32.775
2020-04-27 11:20:00,11.225,10.485,10.211,10.296,10.334,34.946
2020-04-27 11:30:00,11.376,10.563,10.259,10.299,10.332,37.647
2020-04-27 11:40:00,11.525,10.647,10.308,10.304,10.327,41.094
2020-04-27 11:50:00,11.674,10.741,10.345,10.308,10.326,45.026
2020-04-27 12:00:00,11.819,10.834,10.396,10.311,10.322,48.725
2020-04-27 12:10:00,11.959,10.931,10.449,10.318,10.318,51.597
2020-04-27 12:20:00,12.106,11.021,10.501,10.326,10.316,54.127
2020-04-27 12:30:00,12.25,11.124,10.554,10.331,10.315,56.13
2020-04-27 12:40:00,12.387,11.219,10.608,10.345,10.31,59.062
2020-04-27 12:50:00,12.525,11.316,10.672,10.36,10.309,61.783
2020-04-27 13:00:00,12.658,11.423,10.728,10.371,10.307,63.966
2020-04-27 13:10:00,12.775,11.526,10.791,10.388,10.302,67.247
2020-04-27 13:20:00,12.888,11.615,10.848,10.407,10.298,70.866
2020-04-27 13:30:00,12.993,11.704,10.908,10.417,10.294,73.551
2020-04-27 13:40:00,13.103,11.799,10.974,10.442,10.293,74.395
2020-04-27 13:50:00,13.204,11.897,11.04,10.459,10.29,73.416
2020-04-27 14:00:00,13.289,11.979,11.102,10.479,10.287,65.824
2020-04-27 14:10:00,13.371,12.068,11.168,10.508,10.286,63.712
2020-04-27 14:20:00,13.45,12.136,11.236,10.525,10.282,67.588
2020-04-27 14:30:00,13.53,12.215,11.294,10.551,10.279,70.749
2020-04-27 14:40:00,13.608,12.304,11.352,10.578,10.277,71.532
2020-04-27 14:50:00,13.685,12.378,11.418,10.605,10.272,71.033
2020-04-27 15:00:00,13.753,12.454,11.475,10.627,10.271,67.476
2020-04-27 15:10:00,13.82,12.512,11.537,10.66,10.269,65.301
2020-04-27 15:20:00,13.877,12.585,11.596,10.693,10.269,63.34
2020-04-27 15:30:00,13.929,12.637,11.649,10.711,10.265,59.226
2020-04-27 15:40:00,13.967,12.697,11.711,10.74,10.265,53.978
2020-04-27 15:50:00,13.998,12.757,11.756,10.774,10.264,53.089
2020-04-27 16:00:00,14.021,12.814,11.818,10.805,10.263,49.774
2020-04-27 16:10:00,14.047,12.853,11.87,10.83,10.262,43.536
2020-04-27 16:20:00,14.056,12.899,11.921,10.867,10.265,35.562
2020-04-27 16:30:00,14.044,12.942,11.975,10.894,10.266,29.189
2020-04-27 16:40:00,14.011,12.963,12.017,10.935,10.265,25.036
2020-04-27 16:50:00,13.98,12.996,12.069,10.966,10.267,22.382
2020-04-27 17:00:00,13.95,13.017,12.104,10.996,10.268,19.77
2020-04-27 17:10:00,13.916,13.03,12.145,11.027,10.269,18.18
2020-04-27 17:20:00,13.891,13.052,12.167,11.061,10.273,17.246
2020-04-27 17:30:00,13.859,13.05,12.204,11.078,10.269,16.098
2020-04-27 17:40:00,13.837,13.066,12.241,11.117,10.275,16.102
2020-04-27 17:50:00,13.823,13.078,12.256,11.144,10.273,14.502
2020-04-27 18:00:00,13.796,13.079,12.288,11.173,10.277,12.083
2020-04-27 18:10:00,13.761,13.079,12.299,11.192,10.278,10.308
2020-04-27 18:20:00,13.727,13.089,12.329,11.219,10.28,9.492
2020-04-27 18:30:00,13.69,13.075,12.344,11.253,10.284,9.061
2020-04-27 18:40:00,13.655,13.068,12.353,11.269,10.285,8.495
2020-04-27 18:50:00,13.62,13.083,12.37,11.302,10.285,7.272
2020-04-27 19:00:00,13.574,13.062,12.377,11.32,10.288,4.906
2020-04-27 19:10:00,13.509,13.061,12.404,11.338,10.293,2.218
2020-04-27 19:20:00,13.432,13.03,12.416,11.373,10.296,-0.099
2020-04-27 19:30:00,13.342,13.029,12.418,11.386,10.301,-1.663
2020-04-27 19:40:00,13.261,12.997,12.42,11.406,10.306,-2.208
2020-04-27 19:50:00,13.185,12.962,12.418,11.417,10.311,-2.316
2020-04-27 20:00:00,13.112,12.941,12.426,11.447,10.312,-2.59
2020-04-27 20:10:00,13.05,12.906,12.425,11.465,10.319,-3.321
2020-04-27 20:20:00,12.964,12.871,12.419,11.48,10.325,-4.512
2020-04-27 20:30:00,12.883,12.85,12.405,11.494,10.325,-5.786
2020-04-27 20:40:00,12.796,12.802,12.396,11.506,10.33,-6.767
2020-04-27 20:50:00,12.707,12.758,12.382,11.52,10.336,-7.421
2020-04-27 21:00:00,12.624,12.709,12.373,11.528,10.341,-8.001
2020-04-27 21:10:00,12.545,12.673,12.362,11.548,10.343,-8.556
2020-04-27 21:20:00,12.474,12.638,12.341,11.542,10.349,-8.756
2020-04-27 21:30:00,12.404,12.602,12.325,11.557,10.356,-8.86
2020-04-27 21:40:00,12.334,12.545,12.317,11.566,10.361,-9.209
2020-04-27 21:50:00,12.269,12.504,12.297,11.581,10.364,-9.509
2020-04-27 22:00:00,12.205,12.456,12.273,11.576,10.37,-10.006
2020-04-27 22:10:00,12.138,12.419,12.251,11.587,10.375,-10.525
2020-04-27 22:20:00,12.069,12.384,12.247,11.598,10.379,-11.143
2020-04-27 22:30:00,11.997,12.335,12.211,11.588,10.387,-11.894
2020-04-27 22:40:00,11.921,12.278,12.196,11.592,10.391,-12.376
2020-04-27 22:50:00,11.842,12.231,12.165,11.596,10.397,-12.801
2020-04-27 23:00:00,11.757,12.199,12.144,11.602,10.399,-13.335
2020-04-27 23:10:00,11.684,12.138,12.108,11.599,10.406,-13.805
2020-04-27 23:20:00,11.618,12.088,12.083,11.592,10.411,-13.868
2020-04-27 23:30:00,11.562,12.053,12.064,11.599,10.417,-13.784
2020-04-27 23:40:00,11.498,11.995,12.037,11.583,10.421,-13.951
2020-04-27 23:50:00,11.441,11.967,12.002,11.588,10.427,-14.147
2020-04-28 00:00:00,11.387,11.921,11.992,11.583,10.432,-14.091
2020-04-28 00:10:00,11.326,11.859,11.959,11.584,10.435,-14.326
2020-04-28 00:20:00,11.27,11.84,11.932,11.574,10.443,-14.656
2020-04-28 00:30:00,11.226,11.791,11.901,11.574,10.444,-14.559
2020-04-28 00:40:00,11.183,11.74,11.88,11.569,10.451,-14.405
2020-04-28 00:50:00,11.14,11.708,11.854,11.57,10.459,-14.319
2020-04-28 01:00:00,11.089,11.671,11.821,11.551,10.464,-14.354
2020-04-28 01:10:00,11.051,11.63,11.792,11.549,10.467,-14.56
2020-04-28 01:20:00,11.001,11.596,11.765,11.54,10.469,-14.652
2020-04-28 01:30:00,10.954,11.561,11.746,11.534,10.472,-14.887
2020-04-28 01:40:00,10.888,11.521,11.715,11.529,10.479,-15.331
2020-04-28 01:50:00,10.842,11.457,11.685,11.51,10.486,-15.527
2020-04-28 02:00:00,10.793,11.448,11.652,11.507,10.489,-15.56
2020-04-28 02:10:00,10.741,11.388,11.627,11.489,10.494,-15.652
2020-04-28 02:20:00,10.693,11.367,11.598,11.482,10.493,-15.824
2020-04-28 02:30:00,10.65,11.32,11.571,11.473,10.501,-15.8
2020-04-28 02:40:00,10.604,11.287,11.542,11.461,10.505,-15.74
2020-04-28 02:50:00,10.561,11.256,11.519,11.451,10.509,-15.745
2020-04-28 03:00:00,10.513,11.204,11.488,11.442,10.51,-15.896
2020-04-28 03:10:00,10.467,11.181,11.462,11.438,10.513,-16.125
2020-04-28 03:20:00,10.418,11.123,11.427,11.419,10.516,-16.162
2020-04-28 03:30:00,10.373,11.084,11.397,11.397,10.521,-16.184
2020-04-28 03:40:00,10.322,11.04,11.366,11.396,10.523,-16.163
2020-04-28 03:50:00,10.267,11.024,11.338,11.377,10.523,-16.311
2020-04-28 04:00:00,10.227,10.972,11.315,11.366,10.53,-16.397
2020-04-28 04:10:00,10.195,10.949,11.294,11.354,10.531,-16.307
2020-04-28 04:20:00,10.152,10.924,11.272,11.343,10.536,-16.215
2020-04-28 04:30:00,10.113,10.881,11.235,11.328,10.539,-16.192
2020-04-28 04:40:00,10.077,10.835,11.215,11.318,10.543,-16.438
2020-04-28 04:50:00,10.034,10.817,11.18,11.295,10.544,-16.8
2020-04-28 05:00:00,9.977,10.774,11.159,11.291,10.546,-17.166
2020-04-28 05:10:00,9.929,10.728,11.128,11.281,10.553,-17.215
2020-04-28 05:20:00,9.894,10.695,11.101,11.25,10.551,-17.043
2020-04-28 05:30:00,9.862,10.663,11.062,11.25,10.551,-16.627
2020-04-28 05:40:00,9.846,10.619,11.046,11.23,10.555,-16.133
2020-04-28 05:50:00,9.824,10.601,11.025,11.217,10.556,-15.487
2020-04-28 06:00:00,9.813,10.575,10.987,11.2,10.558,-14.913
2020-04-28 06:10:00,9.803,10.557,10.963,11.183,10.556,-14.565
2020-04-28 06:20:00,9.8,10.53,10.95,11.178,10.556,-14.078
2020-04-28 06:30:00,9.8,10.513,10.92,11.157,10.556,-13.411
2020-04-28 06:40:00,9.817,10.492,10.889,11.14,10.557,-12.431
2020-04-28 06:50:00,9.839,10.477,10.866,11.117,10.555,-11.142
2020-04-28 07:00:00,9.87,10.468,10.845,11.101,10.553,-9.697
2020-04-28 07:10:00,9.906,10.462,10.827,11.09,10.554,-8.337
2020-04-28 07:20:00,9.952,10.449,10.807,11.071,10.55,-6.87
2020-04-28 07:30:00,9.996,10.458,10.797,11.051,10.55,-5.313
2020-04-28 07:40:00,10.052,10.448,10.779,11.034,10.549,-3.731
2020-04-28 07:50:00,10.116,10.445,10.76,11.021,10.542,-2.08
2020-04-28 08:00:00,10.186,10.472,10.757,11.008,10.547,-0.372
2020-04-28 08:10:00,10.263,10.48,10.74,10.99,10.542,1.081
2020-04-28 08:20:00,10.346,10.505,10.736,10.977,10.542,2.826
2020-04-28 08:30:00,10.43,10.528,10.729,10.962,10.539,4.571
2020-04-28 08:40:00,10.515,10.552,10.729,10.949,10.539,6.603
2020-04-28 08:50:00,10.604,10.587,10.733,10.941,10.54,8.476
2020-04-28 09:00:00,10.698,10.624,10.734,10.921,10.537,10.875
2020-04-28 09:10:00,10.803,10.66,10.74,10.918,10.535,13.46
2020-04-28 09:20:00,10.909,10.704,10.75,10.902,10.534,15.046
2020-04-28 09:30:00,11.02,10.742,10.759,10.895,10.535,16.633
2020-04-28 09:40:00,11.128,10.796,10.778,10.897,10.533,18.247
2020-04-28 09:50:00,11.245,10.852,10.79,10.883,10.534,19.321
2020-04-28 10:00:00,11.354,10.905,10.811,10.879,10.532,19.291
2020-04-28 10:10:00,11.455,10.965,10.832,10.872,10.533,19.562
2020-04-28 10:20:00,11.558,11.01,10.857,10.865,10.531,20.746
2020-04-28 10:30:00,11.654,11.086,10.879,10.863,10.529,21.741
2020-04-28 10:40:00,11.752,11.137,10.908,10.868,10.531,22.627
2020-04-28 10:50:00,11.844,11.197,10.93,10.861,10.53,22.784
2020-04-28 11:00:00,11.937,11.261,10.966,10.869,10.527,23.215
2020-04-28 11:10:00,12.022,11.306,11.001,10.866,10.525,24.274
2020-04-28 11:20:00,12.113,11.381,11.028,10.869,10.526,23.611
2020-04-28 11:30:00,12.198,11.426,11.065,10.875,10.531,21.107
2020-04-28 11:40:00,12.27,11.516,11.114,10.891,10.535,17.793
2020-04-28 11:50:00,12.312,11.56,11.148,10.888,10.532,15.245
2020-04-28 12:00:00,12.336,11.611,11.169,10.897,10.528,15.804
2020-04-28 12:10:00,12.364,11.646,11.21,10.904,10.525,17.516
2020-04-28 12:20:00,12.4,11.689,11.232,10.913,10.522,19.33
2020-04-28 12:30:00,12.455,11.74,11.26,10.917,10.518,21.139
2020-04-28 12:40:00,12.505,11.772,11.296,10.92,10.518,22.113
2020-04-28 12:50:00,12.569,11.819,11.331,10.929,10.516,21.929
2020-04-28 13:00:00,12.626,11.858,11.36,10.942,10.513,20.235
2020-04-28 13:10:00,12.676,11.897,11.392,10.953,10.514,18.416
2020-04-28 13:20:00,12.717,11.946,11.417,10.968,10.511,19.139
2020-04-28 13:30:00,12.76,11.978,11.448,10.973,10.51,22.839
2020-04-28 13:40:00,12.813,12.022,11.482,10.987,10.51,24.445
2020-04-28 13:50:00,12.868,12.066,11.506,10.992,10.508,23.668
2020-04-28 14:00:00,12.933,12.094,11.543,11.007,10.506,24.102
2020-04-28 14:10:00,12.981,12.168,11.574,11.022,10.506,22.417
2020-04-28 14:20:00,13.029,12.187,11.601,11.043,10.504,20.097
2020-04-28 14:30:00,13.059,12.22,11.626,11.052,10.503,18.431
2020-04-28 14:40:00,13.084,12.253,11.656,11.067,10.503,17.336
2020-04-28 14:50:00,13.104,12.297,11.699,11.083,10.505,16.049
2020-04-28 15:00:00,13.122,12.332,11.726,11.09,10.507,14.248
2020-04-28 15:10:00,13.125,12.377,11.768,11.101,10.503,12.497
2020-04-28 15:20:00,13.122,12.397,11.783,11.127,10.507,11.195
2020-04-28 15:30:00,13.109,12.418,11.818,11.141,10.506,10.238
2020-04-28 15:40:00,13.098,12.443,11.841,11.151,10.508,9.873
2020-04-28 15:50:00,13.078,12.45,11.861,11.169,10.506,9.383
2020-04-28 16:00:00,13.074,12.467,11.891,11.182,10.51,8.741
2020-04-28 16:10:00,13.059,12.474,11.911,11.2,10.508,8.207
2020-04-28 16:20:00,13.043,12.487,11.931,11.219,10.507,7.919
2020-04-28 16:30:00,13.027,12.488,11.947,11.23,10.507,7.751
2020-04-28 16:40:00,13.013,12.505,11.963,11.246,10.508,8.037
2020-04-28 16:50:00,13.007,12.499,11.972,11.261,10.507,8.141
2020-04-28 17:00:00,12.998,12.509,11.993,11.275,10.508,7.464
2020-04-28 17:10:00,12.99,12.524,12.003,11.292,10.511,6.395
2020-04-28 17:20:00,12.975,12.523,12.01,11.31,10.512,5.407
2020-04-28 17:30:00,12.955,12.515,12.028,11.315,10.515,5.164
2020-04-28 17:40:00,12.941,12.536,12.036,11.333,10.513,5.986
2020-04-28 17:50:00,12.925,12.511,12.052,11.342,10.515,6.991
2020-04-28 18:00:00,12.92,12.529,12.064,11.353,10.516,7.235
2020-04-28 18:10:00,12.915,12.514,12.068,11.365,10.517,7.548
2020-04-28 18:20:00,12.921,12.525,12.068,11.374,10.517,7.048
2020-04-28 18:30:00,12.916,12.519,12.075,11.39,10.517,6.098
2020-04-28 18:40:00,12.912,12.526,12.075,11.4,10.522,5.384
2020-04-28 18:50:00,12.898,12.521,12.083,11.408,10.521,4.498
2020-04-28 19:00:00,12.882,12.52,12.097,11.415,10.524,3.578
2020-04-28 19:10:00,12.863,12.523,12.104,11.425,10.527,2.932
2020-04-28 19:20:00,12.845,12.529,12.107,11.441,10.528,2.474
2020-04-28 19:30:00,12.812,12.516,12.111,11.443,10.533,2.11
2020-04-28 19:40:00,12.793,12.509,12.116,11.452,10.533,1.776
