"Date","TSoil_2cm_degC","Tsoil_5cm_degC","Tsoil_10cm_degC","Tsoil_20cm_degC","Tsoil_50cm_degC","SoilHeatFlux_Wm2"
2020-03-28 20:50:00,6.764,7.075,6.987,6.587,6.208,-19.846
2020-03-28 21:00:00,6.73,7.066,6.998,6.608,6.214,-19.61
2020-03-28 21:10:00,6.691,7.047,6.982,6.624,6.216,-19.556
2020-03-28 21:20:00,6.645,6.991,6.953,6.614,6.221,-19.641
2020-03-28 21:30:00,6.605,6.938,6.938,6.618,6.224,-19.726
2020-03-28 21:40:00,6.567,6.93,6.914,6.621,6.229,-19.834
2020-03-28 21:50:00,6.534,6.907,6.906,6.634,6.234,-19.948
2020-03-28 22:00:00,6.503,6.863,6.89,6.635,6.239,-20.059
2020-03-28 22:10:00,6.467,6.834,6.878,6.63,6.242,-19.973
2020-03-28 22:20:00,6.445,6.821,6.856,6.642,6.244,-19.64
2020-03-28 22:30:00,6.4,6.774,6.839,6.622,6.251,-18.56
2020-03-28 22:40:00,6.381,6.785,6.842,6.642,6.252,-17.604
2020-03-28 22:50:00,6.359,6.735,6.802,6.648,6.255,-16.362
2020-03-28 23:00:00,6.345,6.696,6.784,6.631,6.266,-15.34
2020-03-28 23:10:00,6.313,6.646,6.775,6.636,6.262,-15.214
2020-03-28 23:20:00,6.324,6.661,6.758,6.641,6.27,-16.341
2020-03-28 23:30:00,6.297,6.641,6.751,6.64,6.273,-17.74
2020-03-28 23:40:00,6.274,6.619,6.727,6.63,6.276,-18.949
2020-03-28 23:50:00,6.254,6.612,6.724,6.634,6.281,-19.728
2020-03-29 00:00:00,6.226,6.588,6.702,6.629,6.287,-19.392
2020-03-29 00:10:00,6.194,6.574,6.687,6.625,6.293,-18.607
2020-03-29 00:20:00,6.171,6.546,6.675,6.627,6.293,-18.641
2020-03-29 00:30:00,6.147,6.534,6.662,6.622,6.298,-19.042
2020-03-29 00:40:00,6.125,6.513,6.649,6.616,6.301,-19.171
2020-03-29 00:50:00,6.103,6.471,6.625,6.608,6.305,-18.648
2020-03-29 01:00:00,6.069,6.454,6.613,6.606,6.311,-17.648
2020-03-29 01:10:00,6.051,6.431,6.594,6.601,6.311,-16.428
2020-03-29 01:20:00,6.027,6.425,6.589,6.597,6.315,-15.338
2020-03-29 01:30:00,6.013,6.414,6.555,6.596,6.325,-14.516
2020-03-29 01:40:00,5.991,6.392,6.552,6.586,6.325,-13.999
2020-03-29 01:50:00,6.012,6.398,6.547,6.594,6.329,-13.708
2020-03-29 02:00:00,6.001,6.37,6.523,6.582,6.333,-13.451
2020-03-29 02:10:00,6.01,6.351,6.526,6.577,6.335,-13.137
2020-03-29 02:20:00,6.002,6.347,6.502,6.581,6.339,-12.843
2020-03-29 02:30:00,6.001,6.331,6.499,6.569,6.344,-12.542
2020-03-29 02:40:00,5.996,6.304,6.477,6.557,6.347,-12.329
2020-03-29 02:50:00,5.972,6.305,6.458,6.555,6.344,-12.382
2020-03-29 03:00:00,5.974,6.292,6.466,6.551,6.355,-12.448
2020-03-29 03:10:00,5.981,6.285,6.448,6.539,6.352,-12.449
2020-03-29 03:20:00,5.98,6.302,6.435,6.536,6.356,-12.364
2020-03-29 03:30:00,5.97,6.274,6.448,6.537,6.36,-12.256
2020-03-29 03:40:00,5.969,6.245,6.414,6.52,6.36,-12.109
2020-03-29 03:50:00,5.959,6.277,6.406,6.523,6.361,-11.939
2020-03-29 04:00:00,5.961,6.263,6.396,6.516,6.362,-11.788
2020-03-29 04:10:00,5.952,6.237,6.395,6.509,6.368,-11.757
2020-03-29 04:20:00,5.946,6.227,6.382,6.502,6.372,-11.557
2020-03-29 04:30:00,5.939,6.223,6.383,6.503,6.38,-11.368
2020-03-29 04:40:00,5.945,6.214,6.379,6.499,6.378,-11.236
2020-03-29 04:50:00,5.924,6.208,6.362,6.48,6.383,-11.22
2020-03-29 05:00:00,5.936,6.191,6.359,6.474,6.382,-11.25
2020-03-29 05:10:00,5.936,6.192,6.346,6.476,6.387,-11.219
2020-03-29 05:20:00,5.921,6.171,6.329,6.469,6.386,-11.061
2020-03-29 05:30:00,5.918,6.19,6.353,6.465,6.385,-10.939
2020-03-29 05:40:00,5.906,6.187,6.327,6.461,6.387,-11.039
2020-03-29 05:50:00,5.901,6.18,6.319,6.46,6.392,-11.133
2020-03-29 06:00:00,5.896,6.163,6.323,6.448,6.398,-11.053
2020-03-29 06:10:00,5.894,6.157,6.329,6.446,6.393,-10.939
2020-03-29 06:20:00,5.892,6.174,6.297,6.443,6.398,-10.946
2020-03-29 06:30:00,5.887,6.155,6.285,6.434,6.398,-10.975
2020-03-29 06:40:00,5.871,6.147,6.291,6.435,6.4,-11.194
2020-03-29 06:50:00,5.881,6.144,6.279,6.438,6.402,-11.179
2020-03-29 07:00:00,5.872,6.133,6.277,6.417,6.403,-11.026
2020-03-29 07:10:00,5.86,6.137,6.261,6.424,6.406,-10.857
2020-03-29 07:20:00,5.86,6.118,6.274,6.416,6.409,-10.606
2020-03-29 07:30:00,5.858,6.115,6.257,6.411,6.408,-10.43
2020-03-29 07:40:00,5.833,6.09,6.259,6.409,6.414,-9.901
2020-03-29 07:50:00,5.826,6.101,6.232,6.402,6.411,-9.276
2020-03-29 08:00:00,5.83,6.086,6.239,6.399,6.412,-8.527
2020-03-29 08:10:00,5.828,6.085,6.247,6.386,6.412,-7.753
2020-03-29 08:20:00,5.833,6.07,6.227,6.389,6.413,-6.573
2020-03-29 08:30:00,5.837,6.056,6.235,6.376,6.415,-4.783
2020-03-29 08:40:00,5.858,6.097,6.22,6.377,6.415,-3.387
2020-03-29 08:50:00,5.868,6.079,6.222,6.375,6.414,-2.599
2020-03-29 09:00:00,5.885,6.085,6.208,6.38,6.414,-1.496
2020-03-29 09:10:00,5.926,6.092,6.221,6.378,6.422,0.271
2020-03-29 09:20:00,5.944,6.086,6.208,6.366,6.42,0.874
2020-03-29 09:30:00,5.964,6.088,6.197,6.364,6.418,0.824
2020-03-29 09:40:00,5.983,6.091,6.204,6.372,6.419,0.11
2020-03-29 09:50:00,6.006,6.127,6.209,6.355,6.42,-0.373
2020-03-29 10:00:00,6.023,6.087,6.203,6.344,6.42,1.041
2020-03-29 10:10:00,6.045,6.13,6.202,6.347,6.422,2.761
2020-03-29 10:20:00,6.053,6.119,6.208,6.342,6.421,4.468
2020-03-29 10:30:00,6.092,6.138,6.213,6.335,6.423,6.055
2020-03-29 10:40:00,6.124,6.147,6.208,6.332,6.418,8.786
2020-03-29 10:50:00,6.152,6.167,6.217,6.335,6.419,10.384
2020-03-29 11:00:00,6.196,6.18,6.215,6.339,6.423,10.265
2020-03-29 11:10:00,6.23,6.211,6.232,6.333,6.424,11.7
2020-03-29 11:20:00,6.267,6.244,6.254,6.341,6.424,14.435
2020-03-29 11:30:00,6.293,6.238,6.257,6.336,6.42,13.461
2020-03-29 11:40:00,6.327,6.234,6.24,6.323,6.421,13.583
2020-03-29 11:50:00,6.359,6.242,6.246,6.329,6.423,11.587
2020-03-29 12:00:00,6.405,6.31,6.258,6.33,6.425,12.121
2020-03-29 12:10:00,6.431,6.305,6.273,6.337,6.42,12.399
2020-03-29 12:20:00,6.458,6.339,6.28,6.331,6.426,10.533
2020-03-29 12:30:00,6.475,6.34,6.307,6.332,6.425,8.594
2020-03-29 12:40:00,6.499,6.386,6.321,6.331,6.426,12.154
2020-03-29 12:50:00,6.522,6.394,6.34,6.342,6.424,14.382
2020-03-29 13:00:00,6.55,6.402,6.339,6.33,6.423,17.633
2020-03-29 13:10:00,6.576,6.432,6.347,6.339,6.427,20.379
2020-03-29 13:20:00,6.62,6.445,6.352,6.337,6.425,22.459
2020-03-29 13:30:00,6.664,6.481,6.361,6.353,6.425,21.941
2020-03-29 13:40:00,6.711,6.509,6.392,6.348,6.428,21.434
2020-03-29 13:50:00,6.739,6.535,6.395,6.351,6.427,21.972
2020-03-29 14:00:00,6.78,6.566,6.406,6.354,6.425,23.52
2020-03-29 14:10:00,6.827,6.593,6.423,6.353,6.424,22.01
2020-03-29 14:20:00,6.842,6.605,6.438,6.36,6.425,18.747
2020-03-29 14:30:00,6.862,6.628,6.463,6.371,6.422,15.206
2020-03-29 14:40:00,6.874,6.66,6.475,6.368,6.429,13.388
2020-03-29 14:50:00,6.873,6.674,6.497,6.381,6.428,11.8
2020-03-29 15:00:00,6.891,6.687,6.501,6.384,6.43,10.045
2020-03-29 15:10:00,6.886,6.709,6.515,6.393,6.431,10.79
2020-03-29 15:20:00,6.891,6.733,6.536,6.386,6.435,9.866
2020-03-29 15:30:00,6.885,6.734,6.551,6.405,6.43,11.587
2020-03-29 15:40:00,6.892,6.741,6.571,6.4,6.429,13.62
2020-03-29 15:50:00,6.903,6.763,6.575,6.418,6.429,11.998
2020-03-29 16:00:00,6.897,6.75,6.588,6.422,6.434,9.653
2020-03-29 16:10:00,6.903,6.784,6.606,6.435,6.43,7.166
2020-03-29 16:20:00,6.886,6.783,6.613,6.442,6.433,3.811
2020-03-29 16:30:00,6.856,6.796,6.635,6.458,6.437,0.656
2020-03-29 16:40:00,6.827,6.806,6.642,6.453,6.433,-1.582
2020-03-29 16:50:00,6.792,6.778,6.651,6.459,6.435,-2.727
2020-03-29 17:00:00,6.762,6.78,6.65,6.466,6.435,-3.479
2020-03-29 17:10:00,6.733,6.782,6.67,6.469,6.437,-4.49
2020-03-29 17:20:00,6.693,6.756,6.667,6.486,6.441,-12.068
2020-03-29 17:30:00,6.653,6.76,6.663,6.487,6.439,-16.598
2020-03-29 17:40:00,6.601,6.746,6.664,6.494,6.445,-15.063
2020-03-29 17:50:00,6.559,6.735,6.67,6.504,6.441,-13.477
2020-03-29 18:00:00,6.52,6.723,6.682,6.502,6.442,-13.344
2020-03-29 18:10:00,6.495,6.691,6.663,6.498,6.44,-14.426
2020-03-29 18:20:00,6.435,6.69,6.658,6.522,6.443,-15.279
2020-03-29 18:30:00,6.397,6.684,6.643,6.515,6.445,-15.772
2020-03-29 18:40:00,6.355,6.64,6.666,6.53,6.445,-16.127
2020-03-29 18:50:00,6.325,6.616,6.629,6.526,6.45,-16.509
2020-03-29 19:00:00,6.306,6.62,6.653,6.538,6.451,-16.929
2020-03-29 19:10:00,6.271,6.602,6.632,6.543,6.451,-17.727
2020-03-29 19:20:00,6.223,6.578,6.631,6.537,6.452,-18.806
2020-03-29 19:30:00,6.18,6.527,6.602,6.541,6.449,-19.35
2020-03-29 19:40:00,6.165,6.523,6.601,6.559,6.455,-19.479
2020-03-29 19:50:00,6.13,6.508,6.603,6.553,6.456,-19.625
2020-03-29 20:00:00,6.066,6.455,6.58,6.547,6.458,-20.675
2020-03-29 20:10:00,6.034,6.438,6.563,6.544,6.457,-22.413
2020-03-29 20:20:00,6.007,6.404,6.551,6.56,6.461,-23.598
2020-03-29 20:30:00,5.939,6.387,6.538,6.543,6.462,-24.243
2020-03-29 20:40:00,5.904,6.36,6.527,6.54,6.463,-24.983
2020-03-29 20:50:00,5.858,6.337,6.504,6.55,6.46,-25.202
2020-03-29 21:00:00,5.815,6.3,6.496,6.551,6.463,-25.075
2020-03-29 21:10:00,5.775,6.281,6.477,6.538,6.466,-24.919
2020-03-29 21:20:00,5.732,6.257,6.458,6.523,6.467,-25.153
2020-03-29 21:30:00,5.684,6.248,6.451,6.546,6.471,-26.056
2020-03-29 21:40:00,5.657,6.214,6.421,6.534,6.472,-26.876
2020-03-29 21:50:00,5.604,6.169,6.403,6.527,6.473,-27.416
2020-03-29 22:00:00,5.546,6.141,6.375,6.521,6.476,-28.211
2020-03-29 22:10:00,5.498,6.096,6.366,6.513,6.474,-28.904
2020-03-29 22:20:00,5.445,6.093,6.353,6.505,6.475,-29.57
2020-03-29 22:30:00,5.383,6.051,6.333,6.501,6.48,-30.472
2020-03-29 22:40:00,5.324,6.016,6.309,6.489,6.481,-31.256
2020-03-29 22:50:00,5.257,5.997,6.284,6.49,6.484,-32.142
2020-03-29 23:00:00,5.202,5.944,6.263,6.488,6.489,-33.009
2020-03-29 23:10:00,5.126,5.913,6.233,6.477,6.483,-33.938
2020-03-29 23:20:00,5.054,5.858,6.224,6.476,6.49,-34.805
2020-03-29 23:30:00,4.992,5.815,6.193,6.476,6.492,-35.523
2020-03-29 23:40:00,4.926,5.788,6.176,6.464,6.491,-36.145
2020-03-29 23:50:00,4.85,5.741,6.137,6.449,6.489,-36.758
2020-03-30 00:00:00,4.789,5.695,6.121,6.435,6.495,-37.112
2020-03-30 00:10:00,4.714,5.667,6.072,6.446,6.494,-37.602
2020-03-30 00:20:00,4.659,5.614,6.059,6.422,6.495,-37.905
2020-03-30 00:30:00,4.586,5.571,6.031,6.417,6.497,-38.077
2020-03-30 00:40:00,4.54,5.552,6,6.397,6.498,-38.358
2020-03-30 00:50:00,4.48,5.49,5.988,6.393,6.497,-38.746
2020-03-30 01:00:00,4.416,5.448,5.959,6.383,6.503,-39.075
2020-03-30 01:10:00,4.361,5.388,5.924,6.372,6.501,-39.303
2020-03-30 01:20:00,4.321,5.357,5.899,6.359,6.502,-39.425
2020-03-30 01:30:00,4.248,5.29,5.848,6.346,6.504,-39.628
2020-03-30 01:40:00,4.187,5.25,5.826,6.319,6.506,-40.015
2020-03-30 01:50:00,4.125,5.209,5.81,6.315,6.502,-40.275
2020-03-30 02:00:00,4.081,5.18,5.758,6.302,6.507,-40.512
2020-03-30 02:10:00,4.034,5.145,5.731,6.3,6.507,-40.632
2020-03-30 02:20:00,3.984,5.112,5.732,6.288,6.509,-40.674
2020-03-30 02:30:00,3.955,5.073,5.684,6.283,6.508,-40.801
2020-03-30 02:40:00,3.895,5.025,5.655,6.266,6.51,-40.994
2020-03-30 02:50:00,3.86,4.981,5.607,6.238,6.51,-41.176
2020-03-30 03:00:00,3.796,4.913,5.572,6.214,6.504,-41.288
2020-03-30 03:10:00,3.756,4.867,5.548,6.209,6.506,-41.309
2020-03-30 03:20:00,3.699,4.843,5.513,6.185,6.51,-41.472
2020-03-30 03:30:00,3.678,4.82,5.491,6.169,6.515,-41.549
2020-03-30 03:40:00,3.646,4.759,5.422,6.149,6.506,-41.585
2020-03-30 03:50:00,3.595,4.713,5.433,6.137,6.506,-41.571
2020-03-30 04:00:00,3.56,4.674,5.383,6.109,6.507,-41.542
2020-03-30 04:10:00,3.513,4.65,5.361,6.111,6.505,-41.535
2020-03-30 04:20:00,3.478,4.612,5.319,6.088,6.504,-41.511
2020-03-30 04:30:00,3.439,4.601,5.306,6.086,6.508,-41.477
2020-03-30 04:40:00,3.418,4.547,5.27,6.048,6.509,-41.335
2020-03-30 04:50:00,3.387,4.517,5.25,6.039,6.506,-41.227
2020-03-30 05:00:00,3.35,4.48,5.227,6.033,6.498,-41.19
2020-03-30 05:10:00,3.317,4.445,5.172,5.997,6.503,-41.097
2020-03-30 05:20:00,3.285,4.421,5.166,5.988,6.5,-40.979
2020-03-30 05:30:00,3.227,4.365,5.115,5.956,6.5,-40.873
2020-03-30 05:40:00,3.206,4.329,5.082,5.932,6.499,-40.692
2020-03-30 05:50:00,3.177,4.321,5.063,5.915,6.5,-40.43
2020-03-30 06:00:00,3.147,4.279,5.031,5.901,6.494,-40.163
2020-03-30 06:10:00,3.13,4.253,4.999,5.893,6.494,-40.005
2020-03-30 06:20:00,3.101,4.233,4.973,5.888,6.491,-39.838
2020-03-30 06:30:00,3.07,4.195,4.969,5.864,6.495,-39.627
2020-03-30 06:40:00,3.039,4.177,4.926,5.839,6.488,-39.312
2020-03-30 06:50:00,3.03,4.141,4.916,5.83,6.484,-38.955
2020-03-30 07:00:00,3.008,4.121,4.88,5.816,6.487,-38.507
2020-03-30 07:10:00,2.986,4.072,4.838,5.78,6.479,-37.968
2020-03-30 07:20:00,2.984,4.057,4.801,5.753,6.473,-37.176
2020-03-30 07:30:00,2.974,4.041,4.777,5.723,6.466,-36.291
2020-03-30 07:40:00,2.969,4.022,4.748,5.707,6.466,-35.398
2020-03-30 07:50:00,2.969,3.99,4.753,5.696,6.462,-34.431
2020-03-30 08:00:00,2.977,3.976,4.721,5.692,6.458,-33.316
2020-03-30 08:10:00,2.971,3.973,4.689,5.654,6.449,-31.904
2020-03-30 08:20:00,2.968,3.943,4.666,5.624,6.445,-30.199
2020-03-30 08:30:00,2.962,3.932,4.644,5.612,6.437,-28.075
2020-03-30 08:40:00,2.983,3.95,4.629,5.603,6.436,-25.745
2020-03-30 08:50:00,2.997,3.926,4.616,5.595,6.431,-22.995
2020-03-30 09:00:00,2.991,3.905,4.591,5.555,6.437,-19.944
2020-03-30 09:10:00,2.982,3.904,4.568,5.548,6.425,-17.429
2020-03-30 09:20:00,3.006,3.876,4.55,5.527,6.419,-14.5
2020-03-30 09:30:00,3.001,3.861,4.527,5.499,6.413,-11.283
2020-03-30 09:40:00,2.995,3.861,4.526,5.487,6.408,-7.934
2020-03-30 09:50:00,3.02,3.856,4.502,5.468,6.407,-2.955
2020-03-30 10:00:00,3.031,3.853,4.497,5.454,6.402,4.237
2020-03-30 10:10:00,3.046,3.861,4.474,5.451,6.399,8.465
2020-03-30 10:20:00,3.083,3.858,4.471,5.428,6.397,10.78
2020-03-30 10:30:00,3.136,3.861,4.482,5.416,6.396,12.028
2020-03-30 10:40:00,3.184,3.876,4.478,5.413,6.396,14.202
2020-03-30 10:50:00,3.26,3.892,4.457,5.402,6.384,15.711
2020-03-30 11:00:00,3.313,3.895,4.452,5.387,6.382,17.457
2020-03-30 11:10:00,3.397,3.938,4.455,5.377,6.385,19.046
2020-03-30 11:20:00,3.486,3.943,4.456,5.344,6.376,18.781
2020-03-30 11:30:00,3.596,3.996,4.473,5.353,6.371,21.773
2020-03-30 11:40:00,3.712,4.032,4.466,5.341,6.365,26.581
2020-03-30 11:50:00,3.793,4.038,4.462,5.322,6.363,27.475
2020-03-30 12:00:00,3.912,4.105,4.483,5.301,6.356,27.355
2020-03-30 12:10:00,4.022,4.15,4.489,5.302,6.349,30.847
2020-03-30 12:20:00,4.121,4.203,4.488,5.273,6.351,31.07
2020-03-30 12:30:00,4.246,4.257,4.519,5.279,6.343,27.302
2020-03-30 12:40:00,4.366,4.331,4.556,5.283,6.341,24.736
2020-03-30 12:50:00,4.455,4.371,4.581,5.273,6.335,21.521
2020-03-30 13:00:00,4.549,4.432,4.599,5.267,6.331,19.968
2020-03-30 13:10:00,4.631,4.508,4.631,5.267,6.328,19.285
2020-03-30 13:20:00,4.695,4.556,4.663,5.272,6.321,17.205
2020-03-30 13:30:00,4.759,4.61,4.689,5.254,6.322,15.705
2020-03-30 13:40:00,4.802,4.671,4.716,5.261,6.318,13.471
2020-03-30 13:50:00,4.86,4.704,4.762,5.259,6.319,10.836
2020-03-30 14:00:00,4.908,4.747,4.794,5.276,6.307,9.206
2020-03-30 14:10:00,4.943,4.803,4.796,5.264,6.299,9.586
2020-03-30 14:20:00,4.954,4.841,4.839,5.267,6.299,8.073
2020-03-30 14:30:00,4.996,4.871,4.865,5.27,6.295,6.898
2020-03-30 14:40:00,5.025,4.918,4.895,5.285,6.288,7.108
2020-03-30 14:50:00,5.065,4.956,4.948,5.297,6.288,7.619
2020-03-30 15:00:00,5.077,4.975,4.947,5.281,6.282,6.337
2020-03-30 15:10:00,5.114,5.003,4.984,5.302,6.276,3.855
2020-03-30 15:20:00,5.121,5.027,4.997,5.31,6.273,-0.158
2020-03-30 15:30:00,5.115,5.068,5.029,5.321,6.268,-0.382
2020-03-30 15:40:00,5.128,5.076,5.037,5.322,6.261,1.045
2020-03-30 15:50:00,5.138,5.109,5.084,5.334,6.258,1.408
2020-03-30 16:00:00,5.149,5.125,5.098,5.344,6.258,1.708
2020-03-30 16:10:00,5.182,5.141,5.117,5.357,6.248,1.536
2020-03-30 16:20:00,5.181,5.14,5.125,5.348,6.246,0.973
2020-03-30 16:30:00,5.2,5.204,5.164,5.376,6.244,-0.127
2020-03-30 16:40:00,5.201,5.194,5.167,5.377,6.241,-1.729
2020-03-30 16:50:00,5.208,5.218,5.184,5.387,6.233,-3.224
2020-03-30 17:00:00,5.216,5.201,5.186,5.39,6.226,-4.333
2020-03-30 17:10:00,5.195,5.228,5.202,5.404,6.227,-4.885
2020-03-30 17:20:00,5.204,5.235,5.236,5.413,6.225,-5.363
2020-03-30 17:30:00,5.182,5.246,5.229,5.408,6.22,-5.895
2020-03-30 17:40:00,5.184,5.246,5.248,5.428,6.214,-6.206
2020-03-30 17:50:00,5.172,5.248,5.243,5.422,6.214,-6.52
2020-03-30 18:00:00,5.158,5.244,5.265,5.433,6.213,-6.783
2020-03-30 18:10:00,5.16,5.265,5.275,5.445,6.205,-6.963
2020-03-30 18:20:00,5.146,5.256,5.287,5.446,6.204,-7.151
2020-03-30 18:30:00,5.138,5.269,5.291,5.454,6.198,-7.37
2020-03-30 18:40:00,5.132,5.275,5.301,5.466,6.195,-7.63
2020-03-30 18:50:00,5.113,5.281,5.29,5.468,6.195,-7.845
2020-03-30 19:00:00,5.108,5.291,5.312,5.482,6.192,-8.037
2020-03-30 19:10:00,5.107,5.256,5.311,5.487,6.19,-8.195
2020-03-30 19:20:00,5.093,5.269,5.33,5.494,6.182,-8.348
2020-03-30 19:30:00,5.085,5.242,5.314,5.491,6.182,-8.449
2020-03-30 19:40:00,5.051,5.26,5.315,5.503,6.183,-8.504
2020-03-30 19:50:00,5.045,5.239,5.299,5.494,6.179,-8.544
2020-03-30 20:00:00,5.032,5.243,5.31,5.493,6.177,-8.583
2020-03-30 20:10:00,5.038,5.229,5.321,5.51,6.173,-8.557
2020-03-30 20:20:00,5.011,5.224,5.311,5.51,6.168,-8.554
2020-03-30 20:30:00,5.012,5.222,5.315,5.509,6.177,-8.682
2020-03-30 20:40:00,5,5.202,5.318,5.512,6.166,-9.163
2020-03-30 20:50:00,4.988,5.211,5.313,5.515,6.17,-10.35
2020-03-30 21:00:00,4.957,5.202,5.314,5.525,6.163,-12.004
2020-03-30 21:10:00,4.944,5.214,5.314,5.529,6.16,-13.478
2020-03-30 21:20:00,4.919,5.195,5.308,5.53,6.164,-14.556
2020-03-30 21:30:00,4.898,5.201,5.339,5.541,6.16,-14.411
2020-03-30 21:40:00,4.866,5.168,5.292,5.538,6.159,-13.431
2020-03-30 21:50:00,4.857,5.175,5.314,5.539,6.157,-12.572
2020-03-30 22:00:00,4.841,5.151,5.301,5.531,6.155,-12.209
2020-03-30 22:10:00,4.81,5.132,5.294,5.542,6.156,-13.991
2020-03-30 22:20:00,4.812,5.155,5.295,5.548,6.155,-16.067
2020-03-30 22:30:00,4.767,5.095,5.292,5.542,6.156,-17.712
2020-03-30 22:40:00,4.738,5.111,5.288,5.539,6.15,-18.888
2020-03-30 22:50:00,4.704,5.087,5.283,5.546,6.149,-19.796
2020-03-30 23:00:00,4.659,5.078,5.262,5.541,6.15,-20.629
2020-03-30 23:10:00,4.617,5.054,5.252,5.538,6.147,-21.363
2020-03-30 23:20:00,4.592,5.062,5.267,5.54,6.153,-22.155
2020-03-30 23:30:00,4.547,5.025,5.28,5.556,6.15,-22.821
2020-03-30 23:40:00,4.514,5.018,5.246,5.549,6.148,-22.742
2020-03-30 23:50:00,4.482,4.975,5.229,5.548,6.147,-22.312
2020-03-31 00:00:00,4.462,4.994,5.237,5.555,6.143,-21.474
2020-03-31 00:10:00,4.433,4.954,5.218,5.547,6.146,-20.538
2020-03-31 00:20:00,4.398,4.906,5.195,5.541,6.144,-19.398
2020-03-31 00:30:00,4.373,4.902,5.182,5.527,6.145,-18.556
2020-03-31 00:40:00,4.376,4.893,5.175,5.533,6.138,-19.164
2020-03-31 00:50:00,4.354,4.89,5.162,5.527,6.135,-19.725
2020-03-31 01:00:00,4.357,4.88,5.169,5.534,6.141,-20.025
2020-03-31 01:10:00,4.319,4.866,5.168,5.534,6.14,-20.698
2020-03-31 01:20:00,4.287,4.822,5.139,5.525,6.135,-20.913
2020-03-31 01:30:00,4.277,4.83,5.124,5.523,6.136,-20.87
2020-03-31 01:40:00,4.244,4.804,5.107,5.506,6.134,-21.096
2020-03-31 01:50:00,4.233,4.779,5.119,5.514,6.133,-21.302
2020-03-31 02:00:00,4.183,4.762,5.075,5.487,6.133,-21.87
2020-03-31 02:10:00,4.163,4.75,5.06,5.497,6.127,-22.752
2020-03-31 02:20:00,4.131,4.736,5.062,5.496,6.133,-23.645
2020-03-31 02:30:00,4.09,4.701,5.052,5.493,6.129,-24.605
2020-03-31 02:40:00,4.048,4.687,5.052,5.489,6.129,-25.559
2020-03-31 02:50:00,3.991,4.656,5.008,5.472,6.127,-26.316
2020-03-31 03:00:00,3.98,4.657,5.01,5.473,6.13,-26.58
2020-03-31 03:10:00,3.949,4.606,4.992,5.463,6.13,-26.512
2020-03-31 03:20:00,3.938,4.602,4.983,5.472,6.128,-26.465
2020-03-31 03:30:00,3.928,4.599,4.975,5.46,6.124,-26.417
2020-03-31 03:40:00,3.9,4.549,4.941,5.442,6.124,-26.356
2020-03-31 03:50:00,3.866,4.537,4.941,5.429,6.128,-26.377
2020-03-31 04:00:00,3.85,4.523,4.917,5.438,6.126,-26.45
2020-03-31 04:10:00,3.835,4.505,4.896,5.42,6.124,-26.65
2020-03-31 04:20:00,3.793,4.476,4.889,5.424,6.115,-27.036
2020-03-31 04:30:00,3.784,4.48,4.873,5.416,6.119,-27.493
2020-03-31 04:40:00,3.727,4.436,4.862,5.404,6.124,-27.963
2020-03-31 04:50:00,3.705,4.424,4.842,5.405,6.121,-28.484
2020-03-31 05:00:00,3.674,4.4,4.826,5.391,6.119,-28.966
2020-03-31 05:10:00,3.627,4.372,4.816,5.383,6.112,-29.516
2020-03-31 05:20:00,3.568,4.349,4.808,5.389,6.115,-30.042
2020-03-31 05:30:00,3.521,4.304,4.78,5.367,6.112,-30.443
2020-03-31 05:40:00,3.495,4.289,4.769,5.361,6.111,-30.563
2020-03-31 05:50:00,3.475,4.263,4.742,5.365,6.112,-30.33
2020-03-31 06:00:00,3.43,4.261,4.724,5.345,6.108,-30.198
2020-03-31 06:10:00,3.416,4.233,4.725,5.34,6.109,-29.825
2020-03-31 06:20:00,3.386,4.193,4.695,5.326,6.107,-29.561
2020-03-31 06:30:00,3.351,4.173,4.677,5.325,6.105,-29.794
2020-03-31 06:40:00,3.322,4.139,4.664,5.308,6.1,-29.92
2020-03-31 06:50:00,3.292,4.117,4.634,5.314,6.106,-29.662
2020-03-31 07:00:00,3.265,4.077,4.62,5.288,6.102,-29.188
2020-03-31 07:10:00,3.26,4.085,4.611,5.284,6.099,-28.439
2020-03-31 07:20:00,3.242,4.038,4.572,5.27,6.09,-27.537
2020-03-31 07:30:00,3.239,4.057,4.57,5.262,6.089,-26.51
2020-03-31 07:40:00,3.234,4.018,4.543,5.246,6.08,-25.379
2020-03-31 07:50:00,3.228,3.996,4.533,5.229,6.079,-24.202
2020-03-31 08:00:00,3.241,3.993,4.5,5.229,6.075,-22.997
2020-03-31 08:10:00,3.244,3.96,4.5,5.205,6.073,-21.775
2020-03-31 08:20:00,3.265,3.961,4.489,5.202,6.069,-20.579
2020-03-31 08:30:00,3.279,3.962,4.465,5.186,6.062,-19.054
2020-03-31 08:40:00,3.297,3.947,4.452,5.172,6.06,-16.575
2020-03-31 08:50:00,3.332,3.958,4.437,5.172,6.054,-12.86
2020-03-31 09:00:00,3.361,3.926,4.415,5.138,6.058,-8.867
2020-03-31 09:10:00,3.412,3.952,4.416,5.139,6.054,-6.824
2020-03-31 09:20:00,3.458,3.954,4.404,5.126,6.055,-3.621
2020-03-31 09:30:00,3.494,3.961,4.402,5.134,6.046,0.627
2020-03-31 09:40:00,3.528,3.982,4.396,5.11,6.042,5.016
2020-03-31 09:50:00,3.587,4.001,4.41,5.118,6.038,11.548
2020-03-31 10:00:00,3.636,4.001,4.392,5.096,6.037,17.444
