"Date","WD_deg","WS_05m","WS_1m","WS_2m","WS_5m","WS_10m"
2020-01-09 00:00:00,109.557,0.192,0.17,0.24,0.166,0.269
2020-01-09 00:10:00,188.213,0.265,0.257,0.367,0.375,0.626
2020-01-09 00:20:00,150.952,0.526,0.588,0.816,0.968,1.206
2020-01-09 00:30:00,196.948,0.306,0.273,0.383,0.374,0.537
2020-01-09 00:40:00,275.081,0.255,0.272,0.329,0.248,0.343
2020-01-09 00:50:00,133.07,0.328,0.358,0.439,0.395,0.528
2020-01-09 01:00:00,162.484,0.216,0.223,0.274,0.203,0.406
2020-01-09 01:10:00,74.688,0.258,0.268,0.363,0.245,0.387
2020-01-09 01:20:00,161.437,0.37,0.372,0.5,0.393,0.438
2020-01-09 01:30:00,183.408,0.354,0.388,0.541,0.617,0.862
2020-01-09 01:40:00,112.919,0.32,0.301,0.484,0.424,0.56
2020-01-09 01:50:00,172.176,0.37,0.371,0.522,0.645,0.823
2020-01-09 02:00:00,231.541,0.36,0.396,0.58,0.614,0.772
2020-01-09 02:10:00,212.625,0.492,0.492,0.703,0.772,0.99
2020-01-09 02:20:00,183.105,0.316,0.376,0.557,0.704,1.014
2020-01-09 02:30:00,153.5,0.53,0.661,0.844,1.154,1.417
2020-01-09 02:40:00,167.833,0.39,0.476,0.704,0.924,1.144
2020-01-09 02:50:00,157.595,0.449,0.531,0.605,0.692,0.868
2020-01-09 03:00:00,126.778,0.348,0.326,0.465,0.437,0.673
2020-01-09 03:10:00,165.608,0.447,0.529,0.733,0.877,1.214
2020-01-09 03:20:00,153.201,0.476,0.561,0.739,0.882,1.121
2020-01-09 03:30:00,125,0.408,0.437,0.582,0.576,0.731
2020-01-09 03:40:00,169.422,0.32,0.33,0.477,0.465,0.751
2020-01-09 03:50:00,169.894,0.705,0.783,1.078,1.373,1.796
2020-01-09 04:00:00,160.848,0.697,0.83,1.06,1.408,1.693
2020-01-09 04:10:00,162.738,0.486,0.564,0.757,1.011,1.366
2020-01-09 04:20:00,155.216,0.464,0.56,0.728,0.951,1.386
2020-01-09 04:30:00,161.071,0.566,0.728,0.931,1.192,1.502
2020-01-09 04:40:00,157.027,0.697,0.815,1.067,1.364,1.653
2020-01-09 04:50:00,135.359,0.563,0.805,0.957,1.295,1.617
2020-01-09 05:00:00,138.188,0.797,0.977,1.218,1.522,1.864
2020-01-09 05:10:00,128.855,0.715,0.896,1.132,1.377,1.675
2020-01-09 05:20:00,130.906,0.384,0.442,0.575,0.75,1.024
2020-01-09 05:30:00,126.6,0.54,0.672,0.946,1.201,1.479
2020-01-09 05:40:00,155.151,0.624,0.83,1.02,1.3,1.734
2020-01-09 05:50:00,145.313,0.842,1.063,1.261,1.639,1.921
2020-01-09 06:00:00,130.495,0.698,0.867,1.102,1.461,1.655
2020-01-09 06:10:00,116.936,0.525,0.58,0.789,0.914,1.168
2020-01-09 06:20:00,112.321,0.666,0.811,1.034,1.255,1.61
2020-01-09 06:30:00,120.42,0.668,0.814,1.034,1.191,1.368
2020-01-09 06:40:00,119.861,0.567,0.699,0.91,1.03,1.202
2020-01-09 06:50:00,152.419,0.774,0.869,1.136,1.401,1.762
2020-01-09 07:00:00,159.367,0.828,0.984,1.275,1.66,2.218
2020-01-09 07:10:00,147.031,1.138,1.433,1.663,2.118,2.507
2020-01-09 07:20:00,148.549,1.04,1.413,1.644,2.201,2.771
2020-01-09 07:30:00,154.047,1.166,1.58,1.744,2.222,2.687
2020-01-09 07:40:00,162.968,1.739,2.042,2.457,3.042,3.528
2020-01-09 07:50:00,163.05,1.152,1.375,1.71,2.212,2.805
2020-01-09 08:00:00,172.489,1.359,1.579,1.974,2.523,3.17
2020-01-09 08:10:00,165.557,1.289,1.579,1.869,2.48,3.036
2020-01-09 08:20:00,160.963,1.232,1.571,1.834,2.347,2.945
2020-01-09 08:30:00,159.397,0.755,0.926,1.1,1.386,1.758
2020-01-09 08:40:00,161.168,0.891,1.086,1.332,1.693,2.078
2020-01-09 08:50:00,167.348,0.967,1.081,1.451,1.867,2.24
2020-01-09 09:00:00,166.668,0.71,0.851,1.097,1.52,1.985
2020-01-09 09:10:00,178.074,0.87,1.039,1.327,1.74,2.295
2020-01-09 09:20:00,190.645,0.923,1.01,1.328,1.745,2.29
2020-01-09 09:30:00,184.03,1.04,1.108,1.44,1.871,2.499
2020-01-09 09:40:00,173.21,1.055,1.243,1.525,1.988,2.45
2020-01-09 09:50:00,179.474,1.109,1.254,1.658,2.207,2.726
2020-01-09 10:00:00,175.448,1.255,1.411,1.817,2.449,2.873
2020-01-09 10:10:00,165.922,1.516,1.874,2.199,2.962,3.454
2020-01-09 10:20:00,179.145,1.365,1.425,1.94,2.672,3.273
2020-01-09 10:30:00,174.074,1.119,1.22,1.514,1.9,2.474
2020-01-09 10:40:00,182.277,1.035,1.067,1.578,2.095,2.833
2020-01-09 10:50:00,160.58,1.037,1.259,1.525,1.947,2.338
2020-01-09 11:00:00,164.593,0.838,0.99,1.304,1.696,2.202
2020-01-09 11:10:00,166.33,0.654,0.682,0.9,1.268,1.723
2020-01-09 11:20:00,158.07,0.902,1.062,1.32,1.687,2.09
2020-01-09 11:30:00,169.327,0.528,0.577,0.789,0.864,1.187
2020-01-09 11:40:00,185.643,0.748,0.773,1.066,1.344,1.703
2020-01-09 11:50:00,205.577,0.983,1.053,1.466,1.864,2.542
2020-01-09 12:00:00,198.214,1.294,1.351,1.894,2.511,3.227
2020-01-09 12:10:00,196.336,1.019,1.137,1.495,2.076,2.849
2020-01-09 12:20:00,207.536,1.168,1.283,1.687,2.28,3.201
2020-01-09 12:30:00,202.332,1.168,1.231,1.756,2.433,3.255
2020-01-09 12:40:00,207.437,1.022,1.012,1.521,2.112,2.864
2020-01-09 12:50:00,200.445,0.84,0.818,1.414,1.988,2.727
2020-01-09 13:00:00,198.405,1.104,1.149,1.539,2.023,2.673
2020-01-09 13:10:00,208.179,0.925,0.945,1.417,1.895,2.418
2020-01-09 13:20:00,210.749,0.939,0.959,1.329,1.777,2.484
2020-01-09 13:30:00,208.393,0.89,0.937,1.351,1.836,2.449
2020-01-09 13:40:00,212.401,0.709,0.773,1.101,1.472,2.061
2020-01-09 13:50:00,217.169,0.835,0.848,1.27,1.614,2.309
2020-01-09 14:00:00,206.596,1.119,1.201,1.694,2.327,3.293
2020-01-09 14:10:00,208.598,1.002,1.114,1.472,1.943,2.613
2020-01-09 14:20:00,207.179,1.151,1.103,1.66,2.359,3.3
2020-01-09 14:30:00,202.357,1.001,1.064,1.501,2.014,2.796
2020-01-09 14:40:00,202.022,1.021,1.106,1.584,2.15,2.998
2020-01-09 14:50:00,206.395,1.12,1.128,1.708,2.353,3.144
2020-01-09 15:00:00,203.724,1.368,1.341,1.974,2.699,3.485
2020-01-09 15:10:00,207.413,1.246,1.227,1.781,2.413,3.431
2020-01-09 15:20:00,198.083,1.373,1.474,2.053,2.742,3.752
2020-01-09 15:30:00,198.561,1.321,1.31,1.935,2.779,3.773
2020-01-09 15:40:00,207.217,1.023,1.043,1.519,2.133,2.845
2020-01-09 15:50:00,198.745,1.04,1.117,1.624,2.189,2.779
2020-01-09 16:00:00,208.519,0.879,0.912,1.264,1.658,2.465
2020-01-09 16:10:00,206.833,1.194,1.262,1.749,2.289,3.069
2020-01-09 16:20:00,206.369,0.941,0.958,1.418,1.899,2.643
2020-01-09 16:30:00,209.351,0.892,0.863,1.27,1.729,2.519
2020-01-09 16:40:00,216.171,0.584,0.661,0.897,1.155,1.824
2020-01-09 16:50:00,213.333,0.748,0.745,1.113,1.492,2.259
2020-01-09 17:00:00,212.472,0.842,0.799,1.292,1.76,2.46
2020-01-09 17:10:00,209.519,0.875,0.952,1.335,1.724,2.474
2020-01-09 17:20:00,206.074,0.993,1.07,1.522,2.078,2.961
2020-01-09 17:30:00,201.741,1.143,1.179,1.743,2.524,3.263
2020-01-09 17:40:00,207.187,1.029,1.078,1.514,2.056,2.702
2020-01-09 17:50:00,204.333,0.972,0.991,1.416,1.933,2.626
2020-01-09 18:00:00,203.591,0.826,0.822,1.271,1.661,2.212
2020-01-09 18:10:00,207.6,0.885,0.844,1.283,1.774,2.483
2020-01-09 18:20:00,208.968,0.957,1.044,1.347,1.633,2.198
2020-01-09 18:30:00,231.801,1.007,1.068,1.464,1.803,2.264
2020-01-09 18:40:00,227.757,0.557,0.554,0.93,1.222,1.823
2020-01-09 18:50:00,217.981,0.803,0.836,1.255,1.591,2.111
2020-01-09 19:00:00,230.131,0.869,0.937,1.329,1.664,2.287
2020-01-09 19:10:00,241.169,0.887,0.965,1.324,1.47,1.851
2020-01-09 19:20:00,223.39,0.879,0.951,1.357,1.718,2.57
2020-01-09 19:30:00,237.754,1.039,1.201,1.562,1.87,2.389
2020-01-09 19:40:00,231.475,0.86,0.874,1.294,1.607,2.213
2020-01-09 19:50:00,249.116,0.882,1.004,1.366,1.593,1.989
2020-01-09 20:00:00,247.864,1.197,1.332,1.777,2.074,2.574
2020-01-09 20:10:00,234.035,1.172,1.26,1.695,2.197,2.844
2020-01-09 20:20:00,237.285,1.278,1.385,1.976,2.475,3.097
2020-01-09 20:30:00,240.694,1.541,1.7,2.161,2.679,3.33
2020-01-09 20:40:00,241.658,1.286,1.406,1.843,2.28,2.902
2020-01-09 20:50:00,239.814,1.152,1.237,1.66,2.11,2.839
2020-01-09 21:00:00,226.397,1.519,1.506,2.109,2.82,3.822
2020-01-09 21:10:00,237.67,1.272,1.346,1.844,2.25,2.777
2020-01-09 21:20:00,237.155,1.518,1.579,2.158,2.723,3.441
2020-01-09 21:30:00,230.326,1.063,1.135,1.617,2.037,2.686
2020-01-09 21:40:00,225.242,0.995,1.076,1.563,2.042,2.692
2020-01-09 21:50:00,196.033,0.7,0.677,1.038,1.39,1.86
2020-01-09 22:00:00,179.832,0.828,0.968,1.317,1.82,2.392
2020-01-09 22:10:00,167.859,0.932,1.09,1.405,1.86,2.415
2020-01-09 22:20:00,198.662,0.715,0.726,1.122,1.556,2.136
2020-01-09 22:30:00,207.561,0.863,0.941,1.188,1.388,1.838
2020-01-09 22:40:00,164.04,0.893,0.993,1.295,1.609,2.044
2020-01-09 22:50:00,164.757,0.756,0.822,1.014,1.164,1.566
2020-01-09 23:00:00,205.067,0.915,0.995,1.316,1.589,1.959
2020-01-09 23:10:00,226.61,0.628,0.683,0.987,1.205,1.701
2020-01-09 23:20:00,219.084,0.354,0.31,0.536,0.763,1.313
2020-01-09 23:30:00,224.969,0.898,0.925,1.316,1.58,2.127
2020-01-09 23:40:00,216.701,0.448,0.467,0.675,0.836,1.373
2020-01-09 23:50:00,229.833,0.974,1.042,1.425,1.726,2.28
2020-01-10 00:00:00,241.201,0.898,0.93,1.309,1.651,2.114
2020-01-10 00:10:00,232.227,0.522,0.477,0.698,0.717,0.897
2020-01-10 00:20:00,212.031,0.717,0.763,1.051,1.211,1.686
2020-01-10 00:30:00,226.519,0.807,0.854,1.156,1.25,1.497
2020-01-10 00:40:00,229.256,0.892,0.952,1.314,1.518,2.107
2020-01-10 00:50:00,235.546,0.911,0.997,1.383,1.691,2.183
2020-01-10 01:00:00,219.404,0.972,1.049,1.42,1.836,2.34
2020-01-10 01:10:00,222.293,0.993,1.045,1.393,1.661,2.388
2020-01-10 01:20:00,225.285,1.626,1.654,2.386,2.973,3.888
2020-01-10 01:30:00,218.559,1.759,1.837,2.602,3.573,4.89
2020-01-10 01:40:00,214.513,1.357,1.37,2.016,2.604,3.593
2020-01-10 01:50:00,212.725,1.672,1.676,2.404,3.261,4.236
2020-01-10 02:00:00,220.533,1.453,1.491,2.101,2.809,3.88
2020-01-10 02:10:00,223.026,1.776,1.873,2.569,3.469,4.727
2020-01-10 02:20:00,217.542,1.881,2.011,2.781,3.77,4.917
2020-01-10 02:30:00,220.092,1.677,1.738,2.447,3.363,4.379
2020-01-10 02:40:00,209.083,1.711,1.677,2.494,3.464,4.766
2020-01-10 02:50:00,206.636,1.435,1.498,2.067,2.884,3.912
2020-01-10 03:00:00,220.363,1.374,1.407,2.04,2.804,3.736
2020-01-10 03:10:00,215.905,1.443,1.454,2.157,3.006,4.055
2020-01-10 03:20:00,211.927,1.495,1.65,2.203,2.982,4.169
2020-01-10 03:30:00,216.205,1.023,1.118,1.58,2.005,2.75
2020-01-10 03:40:00,205.031,1.015,1.014,1.473,2.001,2.739
2020-01-10 03:50:00,206.441,1.09,1.284,1.612,2.118,3.008
2020-01-10 04:00:00,205.107,1.509,1.537,2.285,3.099,4.154
2020-01-10 04:10:00,198.439,1.475,1.665,2.08,2.767,3.591
2020-01-10 04:20:00,204.447,1.03,1.119,1.556,2.016,2.718
2020-01-10 04:30:00,208.345,0.789,0.86,1.245,1.544,2.18
2020-01-10 04:40:00,214.925,1.1,1.197,1.722,2.382,3.494
2020-01-10 04:50:00,218.98,1.402,1.501,2.084,2.856,3.726
2020-01-10 05:00:00,220.408,1.432,1.524,2.106,2.827,3.759
2020-01-10 05:10:00,215.086,1.18,1.213,1.845,2.677,3.586
2020-01-10 05:20:00,206.886,1.249,1.305,1.877,2.699,3.538
2020-01-10 05:30:00,210.448,1.338,1.401,1.949,2.753,3.789
2020-01-10 05:40:00,209.543,1.164,1.119,1.723,2.393,3.357
2020-01-10 05:50:00,212.709,1.34,1.458,1.954,2.768,3.765
2020-01-10 06:00:00,211.313,1.058,1.033,1.564,2.13,3.057
2020-01-10 06:10:00,217.224,1.069,1.137,1.649,2.173,3.315
2020-01-10 06:20:00,213.142,1.018,1.098,1.541,2.139,3
2020-01-10 06:30:00,199.206,1.061,1.076,1.522,2.067,2.929
2020-01-10 06:40:00,202.911,1.212,1.242,1.883,2.717,3.459
2020-01-10 06:50:00,212.467,1.058,1.129,1.579,2.247,3.07
2020-01-10 07:00:00,208.993,1.035,1.11,1.562,2.048,2.827
2020-01-10 07:10:00,211.731,1.191,1.198,1.708,2.274,3.099
2020-01-10 07:20:00,200.591,0.916,0.995,1.427,2.049,2.652
2020-01-10 07:30:00,208.392,1.067,1.166,1.571,2.084,2.759
2020-01-10 07:40:00,218.973,1.061,1.138,1.606,2.146,2.878
2020-01-10 07:50:00,221.774,1.497,1.582,2.095,2.865,4.225
2020-01-10 08:00:00,214.165,0.888,0.919,1.307,1.708,2.395
2020-01-10 08:10:00,222.306,0.911,0.917,1.318,1.769,2.443
2020-01-10 08:20:00,218.707,0.912,0.876,1.318,1.624,2.264
2020-01-10 08:30:00,221.202,0.737,0.773,1.104,1.411,2.069
2020-01-10 08:40:00,203.766,0.869,0.94,1.268,1.562,2.325
2020-01-10 08:50:00,203.45,0.978,1.079,1.533,2.066,2.963
2020-01-10 09:00:00,202.748,0.731,0.75,1.129,1.647,2.373
2020-01-10 09:10:00,208.914,0.721,0.759,1.077,1.555,2.311
2020-01-10 09:20:00,193.915,0.788,0.902,1.223,1.721,2.354
2020-01-10 09:30:00,193.588,0.824,0.838,1.258,1.714,2.334
2020-01-10 09:40:00,199.219,1.02,1.089,1.519,1.918,2.55
2020-01-10 09:50:00,217.415,0.792,0.772,1.172,1.555,2.214
2020-01-10 10:00:00,199.464,0.875,0.861,1.308,1.809,2.38
2020-01-10 10:10:00,199.316,1.114,1.203,1.612,2.149,2.714
2020-01-10 10:20:00,196.111,1.161,1.164,1.687,2.314,3.139
2020-01-10 10:30:00,202.176,1.106,1.148,1.667,2.459,3.287
2020-01-10 10:40:00,205.738,1.287,1.423,1.809,2.301,3.262
2020-01-10 10:50:00,200.723,1.084,1.051,1.674,2.192,2.951
2020-01-10 11:00:00,203.85,1.155,1.128,1.734,2.484,3.416
2020-01-10 11:10:00,216.93,0.954,0.982,1.448,2.084,2.937
2020-01-10 11:20:00,213.7,0.918,0.98,1.42,2.061,2.707
2020-01-10 11:30:00,216.833,1.279,1.341,1.912,2.74,3.894
2020-01-10 11:40:00,212.39,1.328,1.419,1.973,2.691,3.537
2020-01-10 11:50:00,213.314,1.726,1.785,2.469,3.233,4.271
2020-01-10 12:00:00,212.188,1.344,1.326,1.945,2.487,3.27
2020-01-10 12:10:00,206.441,1.325,1.481,1.939,2.546,3.357
2020-01-10 12:20:00,206.253,1.226,1.328,1.741,2.45,3.307
2020-01-10 12:30:00,208.035,1.277,1.293,1.906,2.555,3.45
2020-01-10 12:40:00,201.558,1.036,1.158,1.538,1.986,2.797
2020-01-10 12:50:00,208.256,1.187,1.284,1.765,2.397,3.401
2020-01-10 13:00:00,199.052,1.446,1.523,2.03,2.787,3.683
2020-01-10 13:10:00,216.702,1.153,1.211,1.756,2.308,3.208
2020-01-10 13:20:00,220.664,1.088,1.143,1.613,2.169,3.102
2020-01-10 13:30:00,213.539,1.302,1.338,1.91,2.438,3.3
2020-01-10 13:40:00,212.644,1.037,1.084,1.565,2.073,3.115
2020-01-10 13:50:00,226.744,1.059,1.091,1.616,2.145,2.911
2020-01-10 14:00:00,234.258,1.15,1.234,1.697,2.176,2.882
2020-01-10 14:10:00,262.777,2.436,2.77,3.458,3.981,4.868
2020-01-10 14:20:00,264.975,1.769,2.083,2.502,2.858,3.393
2020-01-10 14:30:00,265.976,1.533,1.713,2.131,2.368,2.872
2020-01-10 14:40:00,270.936,1.297,1.493,1.874,2.156,2.704
2020-01-10 14:50:00,272.612,1.13,1.283,1.61,1.642,2.01
2020-01-10 15:00:00,268.39,0.813,0.932,1.202,1.371,1.832
2020-01-10 15:10:00,277.58,0.94,1.023,1.296,1.371,1.871
2020-01-10 15:20:00,268.389,0.776,0.843,1.087,1.161,1.451
2020-01-10 15:30:00,255.822,0.385,0.424,0.539,0.547,0.792
2020-01-10 15:40:00,268.906,0.672,0.752,0.99,1.053,1.331
2020-01-10 15:50:00,265.716,0.789,0.918,1.213,1.423,1.861
2020-01-10 16:00:00,267.732,0.886,1.047,1.364,1.537,2.078
2020-01-10 16:10:00,259.21,1.344,1.516,1.914,2.233,2.793
2020-01-10 16:20:00,268.976,1.069,1.266,1.556,1.722,2.134
2020-01-10 16:30:00,265.675,0.819,0.949,1.227,1.434,2.011
2020-01-10 16:40:00,266.888,1.39,1.62,2.016,2.329,2.814
2020-01-10 16:50:00,266.885,1.502,1.762,2.1,2.362,2.801
2020-01-10 17:00:00,266.842,1.821,2.094,2.598,3.099,3.756
2020-01-10 17:10:00,264.223,2.361,2.702,3.183,3.564,4.167
2020-01-10 17:20:00,258.271,1.903,2.16,2.674,3.06,3.803
2020-01-10 17:30:00,258.573,1.64,1.91,2.375,2.814,3.451
2020-01-10 17:40:00,266.316,1.636,1.883,2.281,2.605,3.119
2020-01-10 17:50:00,264.282,1.383,1.631,2.031,2.367,3.005
2020-01-10 18:00:00,268.493,1.891,2.145,2.644,3.074,3.713
2020-01-10 18:10:00,271.667,2.537,2.824,3.42,3.766,4.486
2020-01-10 18:20:00,280.565,1.559,1.719,2.154,2.569,3.174
2020-01-10 18:30:00,273.941,1.658,1.635,2.209,2.499,2.962
2020-01-10 18:40:00,276.709,1.786,1.833,2.371,2.663,3.162
2020-01-10 18:50:00,279.321,1.603,1.684,2.167,2.515,2.931
2020-01-10 19:00:00,277.721,0.917,0.949,1.275,1.46,1.967
2020-01-10 19:10:00,270.936,1.073,1.173,1.492,1.558,1.749
2020-01-10 19:20:00,271.554,0.888,0.9,1.243,1.419,1.787
2020-01-10 19:30:00,274.504,1.169,1.213,1.579,1.834,1.969
2020-01-10 19:40:00,295.073,0.791,0.822,1.092,1.298,1.752
2020-01-10 19:50:00,292.06,0.704,0.748,1.01,1.239,1.735
2020-01-10 20:00:00,275.417,0.96,0.99,1.288,1.393,1.801
2020-01-10 20:10:00,279.88,0.752,0.774,1.032,1.198,1.646
2020-01-10 20:20:00,296.466,0.681,0.733,0.938,1.159,1.594
2020-01-10 20:30:00,276.998,0.682,0.677,0.952,1.065,1.376
2020-01-10 20:40:00,275.37,0.886,1.017,1.287,1.422,1.872
2020-01-10 20:50:00,271.175,0.849,0.988,1.257,1.422,1.936
2020-01-10 21:00:00,273.644,1.237,1.464,1.767,2.006,2.557
2020-01-10 21:10:00,275.296,1.372,1.595,1.914,2.226,2.817
2020-01-10 21:20:00,275.043,0.912,1.079,1.353,1.513,1.967
2020-01-10 21:30:00,279.561,0.812,0.954,1.167,1.24,1.59
2020-01-10 21:40:00,271.389,0.652,0.748,0.957,1.032,1.314
2020-01-10 21:50:00,268.348,0.954,1.059,1.395,1.681,2.129
2020-01-10 22:00:00,273.089,1.132,1.313,1.594,1.735,2.125
2020-01-10 22:10:00,270.421,1.187,1.333,1.676,1.836,2.216
2020-01-10 22:20:00,269.455,1.504,1.695,2.067,2.205,2.557
2020-01-10 22:30:00,276.014,1.666,1.906,2.241,2.446,2.901
2020-01-10 22:40:00,275.562,1.251,1.44,1.767,2.1,2.431
2020-01-10 22:50:00,272.969,1.164,1.309,1.604,1.703,2.055
2020-01-10 23:00:00,273.677,1.155,1.311,1.548,1.778,2.189
2020-01-10 23:10:00,268.365,0.962,1.064,1.365,1.542,1.982
2020-01-10 23:20:00,271.85,1.238,1.422,1.731,1.852,2.318
2020-01-10 23:30:00,267.714,1.087,1.261,1.557,1.683,2.079
2020-01-10 23:40:00,262.997,1.247,1.428,1.772,2.018,2.422
2020-01-10 23:50:00,264.025,1.166,1.386,1.692,1.907,2.282
2020-01-11 00:00:00,262.012,1.385,1.59,1.977,2.213,2.629
2020-01-11 00:10:00,264.769,0.907,1.031,1.324,1.565,2.002
2020-01-11 00:20:00,269.428,1.064,1.25,1.498,1.684,2.13
2020-01-11 00:30:00,269.547,1.062,1.223,1.561,1.807,2.358
2020-01-11 00:40:00,268.652,1.08,1.24,1.574,1.69,2.007
2020-01-11 00:50:00,262.688,1.175,1.394,1.698,1.893,2.281
2020-01-11 01:00:00,262.903,1.156,1.359,1.687,1.965,2.337
2020-01-11 01:10:00,261.901,1.075,1.254,1.551,1.793,2.295
2020-01-11 01:20:00,263.855,1.3,1.527,1.843,2.139,2.44
2020-01-11 01:30:00,269.714,1.144,1.347,1.683,1.882,2.348
2020-01-11 01:40:00,270.843,0.809,0.926,1.184,1.291,1.611
2020-01-11 01:50:00,270.491,1.203,1.363,1.669,1.962,2.475
2020-01-11 02:00:00,267.032,1.111,1.253,1.544,1.722,1.962
2020-01-11 02:10:00,263.34,0.974,1.071,1.389,1.599,2.136
2020-01-11 02:20:00,268.566,1.041,1.221,1.481,1.633,2.052
2020-01-11 02:30:00,263.65,0.9,1.049,1.355,1.556,2.016
2020-01-11 02:40:00,261.957,0.971,1.12,1.386,1.439,1.733
2020-01-11 02:50:00,269.646,0.818,0.98,1.234,1.462,1.887
2020-01-11 03:00:00,267.09,0.866,0.974,1.231,1.347,1.751
2020-01-11 03:10:00,263.893,0.891,1.033,1.261,1.411,1.704
2020-01-11 03:20:00,257.58,1.015,1.197,1.447,1.551,1.923
2020-01-11 03:30:00,266.46,0.761,0.842,1.096,1.209,1.491
2020-01-11 03:40:00,278.668,0.738,0.869,1.109,1.276,1.886
2020-01-11 03:50:00,270.123,0.848,0.983,1.229,1.371,1.779
2020-01-11 04:00:00,268.122,0.937,1.119,1.385,1.622,1.927
2020-01-11 04:10:00,272.815,0.823,0.969,1.188,1.397,1.744
2020-01-11 04:20:00,272.871,0.828,0.968,1.252,1.39,1.762
2020-01-11 04:30:00,270.716,0.851,0.998,1.241,1.349,1.643
2020-01-11 04:40:00,271.365,0.73,0.854,1.102,1.217,1.512
2020-01-11 04:50:00,264.901,0.702,0.841,1.061,1.191,1.496
2020-01-11 05:00:00,259.949,0.635,0.759,0.966,1.086,1.488
2020-01-11 05:10:00,257.822,0.557,0.661,0.881,0.975,1.37
2020-01-11 05:20:00,262.374,0.958,1.153,1.423,1.759,2.267
2020-01-11 05:30:00,258.989,1.364,1.54,1.888,2.169,2.575
2020-01-11 05:40:00,264.694,0.789,0.883,1.14,1.263,1.528
2020-01-11 05:50:00,259.461,0.722,0.822,1.05,1.152,1.32
2020-01-11 06:00:00,256.495,0.715,0.828,1.035,1.07,1.346
2020-01-11 06:10:00,263.403,0.433,0.504,0.674,0.739,1
2020-01-11 06:20:00,251.564,0.769,0.898,1.153,1.335,1.789
2020-01-11 06:30:00,250.688,0.749,0.835,1.097,1.336,1.791
2020-01-11 06:40:00,256.453,0.631,0.728,0.939,1.03,1.37
2020-01-11 06:50:00,257.425,0.735,0.88,1.102,1.195,1.568
2020-01-11 07:00:00,264.986,0.954,1.115,1.423,1.587,1.913
2020-01-11 07:10:00,256.651,0.999,1.121,1.433,1.579,1.921
2020-01-11 07:20:00,256.737,0.786,0.931,1.162,1.28,1.69
2020-01-11 07:30:00,264.024,0.847,1.033,1.283,1.453,1.805
2020-01-11 07:40:00,261.352,0.69,0.809,0.996,1.031,1.335
2020-01-11 07:50:00,256.327,0.421,0.514,0.669,0.612,0.822
2020-01-11 08:00:00,246.574,0.695,0.759,1.021,1.11,1.402
2020-01-11 08:10:00,213.287,0.272,0.298,0.444,0.566,0.955
2020-01-11 08:20:00,216.946,0.244,0.265,0.435,0.673,1.052
2020-01-11 08:30:00,205.627,0.28,0.337,0.472,0.43,0.74
2020-01-11 08:40:00,226.3,0.478,0.508,0.746,0.857,1.341
2020-01-11 08:50:00,229.915,0.443,0.519,0.71,0.817,1.287
2020-01-11 09:00:00,200.653,0.35,0.418,0.562,0.814,1.378
2020-01-11 09:10:00,219.69,0.46,0.454,0.718,0.864,1.277
2020-01-11 09:20:00,226.319,0.49,0.516,0.769,1.048,1.505
2020-01-11 09:30:00,215.922,0.432,0.471,0.725,1.019,1.499
2020-01-11 09:40:00,223.281,0.429,0.462,0.734,0.914,1.422
2020-01-11 09:50:00,220.071,0.603,0.657,0.936,1.168,1.588
2020-01-11 10:00:00,200.71,0.489,0.517,0.739,0.925,1.365
2020-01-11 10:10:00,199.262,0.657,0.66,1.059,1.467,1.925
2020-01-11 10:20:00,211.278,0.614,0.648,0.943,1.255,1.709
2020-01-11 10:30:00,205.935,0.604,0.62,0.92,1.198,1.645
2020-01-11 10:40:00,200.902,0.739,0.764,1.135,1.532,2.026
2020-01-11 10:50:00,178.514,0.673,0.777,0.998,1.451,2.008
2020-01-11 11:00:00,162.759,0.682,0.879,1.06,1.473,1.834
2020-01-11 11:10:00,163.555,1.299,1.665,1.772,2.259,2.573
2020-01-11 11:20:00,183.713,0.969,1.113,1.44,1.965,2.443
2020-01-11 11:30:00,187.111,0.795,0.93,1.159,1.575,2.129
2020-01-11 11:40:00,200.381,1.238,1.36,1.703,2.248,2.953
2020-01-11 11:50:00,204.185,1.269,1.376,1.801,2.256,3.006
2020-01-11 12:00:00,208.896,1.062,1.161,1.54,1.948,2.487
2020-01-11 12:10:00,203.077,0.836,0.886,1.241,1.583,2.358
2020-01-11 12:20:00,214.358,1.513,1.491,2.07,2.679,3.589
2020-01-11 12:30:00,213.859,1.183,1.262,1.712,2.276,3.077
2020-01-11 12:40:00,225.167,1.35,1.409,1.941,2.366,3.043
2020-01-11 12:50:00,240.079,1.417,1.612,2.08,2.559,3.382
2020-01-11 13:00:00,234.59,1.398,1.511,2.03,2.601,3.446
2020-01-11 13:10:00,219.79,1.189,1.263,1.753,2.316,3.176
2020-01-11 13:20:00,225.927,1.182,1.213,1.775,2.345,3.373
2020-01-11 13:30:00,221.35,1.371,1.477,1.961,2.555,3.249
2020-01-11 13:40:00,232.746,1.29,1.456,1.981,2.464,3.154
2020-01-11 13:50:00,202.63,0.891,0.928,1.304,1.983,2.603
2020-01-11 14:00:00,200.039,1.111,1.283,1.744,2.434,3.159
2020-01-11 14:10:00,212.839,1.375,1.458,2.033,2.734,3.511
2020-01-11 14:20:00,209.854,1.242,1.397,1.903,2.361,3.123
2020-01-11 14:30:00,216.901,0.964,0.944,1.432,1.931,2.67
2020-01-11 14:40:00,227.028,1.216,1.321,1.856,2.466,3.389
