"Date","Pressure_hPa","NetRadiation_Wm-2","RH_Perc","TA_degC","GroundHeatflux_Wm-2","P1_mm","P2_mm"
2021-06-28 11:50:00,987.319,38,66.626,24.141,15.66,0,0
2021-06-28 12:00:00,987.333,36.69,69.364,23.945,14.246,0,0
2021-06-28 12:10:00,987.273,44.021,73.628,23.948,13.163,0,0
2021-06-28 12:20:00,987.275,42.016,72.066,23.977,12.505,0,0
2021-06-28 12:30:00,987.316,39.363,72.722,24.026,12.082,0,0
2021-06-28 12:40:00,987.308,48.522,76.956,23.83,11.734,0,0
2021-06-28 12:50:00,987.262,74.005,76.099,23.952,11.551,0,0
2021-06-28 13:00:00,987.276,95.246,70.973,24.28,11.883,0,0
2021-06-28 13:10:00,987.246,113.67,72.363,24.654,12.538,0,0
2021-06-28 13:20:00,987.201,132.27,70.712,24.798,13.327,0,0
2021-06-28 13:30:00,987.152,118.482,68.399,25.118,14.287,0,0
2021-06-28 13:40:00,987.037,113.155,67.276,25.058,14.666,0,0
2021-06-28 13:50:00,987.064,149.747,66.395,25.044,14.761,0,0
2021-06-28 14:00:00,987.047,139.366,66.598,25.098,15.327,0,0
2021-06-28 14:10:00,987.081,126.435,64.657,25.078,15.799,0,0
2021-06-28 14:20:00,987.062,106.232,64.492,24.99,15.985,0,0
2021-06-28 14:30:00,986.928,51.681,65.344,24.608,15.531,0,0
2021-06-28 14:40:00,986.78,43.839,66.119,24.052,14.185,0,0
2021-06-28 14:50:00,986.83,59.01,67.273,23.966,12.622,0,0
2021-06-28 15:00:00,986.824,77.642,68.41,24.272,11.918,0,0
2021-06-28 15:10:00,986.728,269.947,67.021,24.855,12.042,0,0
2021-06-28 15:20:00,986.641,302.603,61.43,26.606,15.059,0,0
2021-06-28 15:30:00,986.637,107.442,61.359,26.176,18.909,0,0
2021-06-28 15:40:00,986.571,115.018,63.919,25.578,18.376,0,0
2021-06-28 15:50:00,986.531,67.45,64.109,25.425,17.534,0,0
2021-06-28 16:00:00,986.498,38.74,66.67,25.057,16.372,0,0
2021-06-28 16:10:00,986.473,35.266,68.83,24.749,14.833,0,0
2021-06-28 16:20:00,986.396,35.613,70.347,24.582,13.415,0,0
2021-06-28 16:30:00,986.173,87.165,72.662,24.549,12.571,0,0
2021-06-28 16:40:00,986.016,110.418,68.596,25.045,12.918,0,0
2021-06-28 16:50:00,985.862,124.922,68.841,25.592,13.845,0,0
2021-06-28 17:00:00,985.754,236.183,65.015,26.286,15.092,0,0
2021-06-28 17:10:00,985.714,345.217,58.904,27.907,17.689,0,0
2021-06-28 17:20:00,985.74,137.385,56.017,28.353,21.065,0,0
2021-06-28 17:30:00,985.752,96.011,58.374,26.828,21.211,0,0
2021-06-28 17:40:00,985.714,93.537,60.509,26.445,19.652,0,0
2021-06-28 17:50:00,985.635,30.46,62.788,25.793,18.296,0,0
2021-06-28 18:00:00,985.572,31.789,65.305,25.246,15.99,0,0
2021-06-28 18:10:00,985.465,31.277,66.512,25.008,14.294,0,0
2021-06-28 18:20:00,985.302,31.616,67.054,24.801,13.206,0,0
2021-06-28 18:30:00,985.237,29.72,67.412,24.558,12.26,0,0
2021-06-28 18:40:00,985.221,15.796,68.831,24.334,11.321,0,0
2021-06-28 18:50:00,985.085,-1.467,71.09,23.904,10.308,0,0
2021-06-28 19:00:00,985.21,-7.39,76.378,23.187,9.078,0,0
2021-06-28 19:10:00,985.117,-8.722,79.393,22.381,7.791,0,0
2021-06-28 19:20:00,985.053,-10.686,79.593,22.198,6.598,0,0
2021-06-28 19:30:00,985.807,-13.383,81.293,21.876,5.501,0,0
2021-06-28 19:40:00,986.595,-46.731,78.231,21.928,4.549,0,0
2021-06-28 19:50:00,987.108,-136.63,77.262,21.025,3.213,0.4,0.4
2021-06-28 20:00:00,987.081,-48.062,85.669,18.474,1.092,0.3,0.2
2021-06-28 20:10:00,986.898,-42.529,90.203,17.444,-0.713,0.1,0.2
2021-06-28 20:20:00,986.658,-40.407,91.56,17.246,-1.9,0.1,0.1
2021-06-28 20:30:00,987.016,-33.435,92.926,17.2,-2.641,0.1,0.1
2021-06-28 20:40:00,986.654,-40.324,93.765,17.049,-4.026,1.7,1.6
2021-06-28 20:50:00,986.086,-40.221,94.743,16.902,-8.991,0.2,0.2
2021-06-28 21:00:00,986.475,-35.747,95.366,16.886,-9.053,0,0
2021-06-28 21:10:00,986.795,-33.143,95.771,16.87,-8.122,0.1,0
2021-06-28 21:20:00,986.52,-36.324,96.319,16.83,-7.409,0,0
2021-06-28 21:30:00,986.319,-31.071,96.881,16.74,-7.149,0,0
2021-06-28 21:40:00,986.299,-32.259,97.508,16.667,-7.054,0,0
2021-06-28 21:50:00,986.214,-33.977,97.709,16.607,-7.046,0,0
2021-06-28 22:00:00,985.969,-42.103,98.002,16.495,-7.117,0,0
2021-06-28 22:10:00,985.895,-43.647,97.982,16.274,-7.431,0,0
2021-06-28 22:20:00,985.963,-41.427,98.661,16.074,-7.917,0,0
2021-06-28 22:30:00,985.951,-37.793,99.179,16.081,-8.494,0,0
2021-06-28 22:40:00,986.05,-37.11,99.346,16.033,-8.93,0,0
2021-06-28 22:50:00,985.932,-32.465,99.884,16.038,-9.164,0,0
2021-06-28 23:00:00,985.845,-29.687,99.907,16.057,-9.32,0,0
2021-06-28 23:10:00,985.868,-29.988,99.959,15.855,-9.288,0,0
2021-06-28 23:20:00,985.939,-22.447,100,15.852,-9.318,0,0
2021-06-28 23:30:00,986.027,-17.076,100,16.001,-9.286,0,0
2021-06-28 23:40:00,985.89,-22.596,100,16.2,-9.027,0,0
2021-06-28 23:50:00,985.843,-25.192,100,16.153,-8.686,0,0
