"Date","DE_Hai","FI_Hyy","GF_Guy","IT_Col"
"2004-01-01",390.064952898014,273.494500105382,1386.18745665545,477.181357716027
"2005-01-01",445.521031618951,268.194076227009,1325.9026101617,303.518130336057
"2006-01-01",432.062337570482,281.070047272607,1333.44664855107,416.612331989683
"2007-01-01",446.270774821229,345.104221561774,1371.65586340746,367.435388633348
"2008-01-01",406.934776427109,333.777639561521,1394.17531696742,354.636569698655
"2009-01-01",435.094537203827,360.047038564146,1522.06095779009,395.707806663093
